"unit_number","week","dt_hours","ma"
"N214508","W47 - 23","10.347","93.84107"
"N214508","W46 - 23","18.489","88.994644"
"N214508","W45 - 23","0","100"
"N214508","W44 - 23","0.465","99.72321"
"N214508","W43 - 23","28.17","83.23214"
"N214508","W42 - 23","59.306","64.69881"
"N214508","W41 - 23","32.03","80.934525"
"N214508","W40 - 23","5.175","96.91964"
"N214508","W39 - 23","1.329","99.20893"
"N214508","W38 - 23","65.666","60.913094"
"N214508","W37 - 23","0.041","99.97559"
"N214508","W36 - 23","51.862","69.12976"
"N214508","W35 - 23","34.949","79.19702"
"N214508","W34 - 23","0","100"
"N214508","W33 - 23","1.688","98.99524"
"N214508","W32 - 23","0","100"
"N214508","W31 - 23","0","100"
"N214508","W30 - 23","0","100"
"N214508","W29 - 23","0","100"
"N214508","W28 - 23","0","100"
"N214508","W27 - 23","0","100"
"N214508","W26 - 23","0","100"
"N214508","W25 - 23","5.256","96.87143"
"N214508","W24 - 23","16.141","90.392265"
"N214508","W23 - 23","27.439","83.66726"
"N214508","W22 - 23","0","100"
"N214508","W21 - 23","11.215","93.3244"
"N214508","W20 - 23","5.027","97.00774"
"N214508","W19 - 23","0","100"
"N214508","W18 - 23","6.197","96.31131"
"N214508","W17 - 23","44.199","73.69107"
"N214508","W16 - 23","49.696","70.419044"
"N214509","W53 - 23","0","100"
"N214509","W52 - 23","0","100"
"N214509","W51 - 23","0.541","99.67798"
"N214509","W49 - 23","64.791","61.43393"
"N214509","W48 - 23","0","100"
"N214509","W47 - 23","0","100"
"N214509","W46 - 23","46.489","72.32797"
"N214509","W45 - 23","69.588","58.57857"
"N214509","W44 - 23","16.08","90.42857"
"N214509","W43 - 23","50.896","69.704765"
"N214509","W42 - 23","0","100"
"N214509","W41 - 23","45.445","72.9494"
"N214509","W40 - 23","28.498","83.0369"
"N214509","W39 - 23","17.839","89.381546"
"N214509","W38 - 23","25.076","85.07381"
"N214509","W37 - 23","56.104","66.60476"
"N214509","W36 - 23","16.755","90.02679"
"N214509","W35 - 23","0","100"
"N214509","W34 - 23","1.855","98.895836"
"N214509","W33 - 23","60.919","63.73869"
"N214509","W32 - 23","0","100"
"N214509","W31 - 23","0","100"
"N214509","W30 - 23","0","100"
"N214509","W29 - 23","3.178","98.10833"
"N214509","W28 - 23","0","100"
"N214509","W27 - 23","0","100"
"N214509","W26 - 23","0","100"
"N214509","W25 - 23","4.622","97.24881"
"N214509","W24 - 23","0","100"
"N214509","W23 - 23","0","100"
"N214509","W22 - 23","0","100"
"N214509","W21 - 23","0","100"
"N214509","W20 - 23","0.401","99.76131"
"N214509","W19 - 23","30.234","82.00357"
"N214509","W18 - 23","13.467","91.983925"
"N214509","W17 - 23","0","100"
"N214509","W16 - 23","8.315","95.0506"
"N214510","W53 - 23","9.478","94.35833"
"N214510","W52 - 23","44.057","73.7756"
"N214510","W51 - 23","0","100"
"N214510","W49 - 23","0.125","99.9256"
"N214510","W48 - 23","5.127","96.94821"
"N214510","W47 - 23","0","100"
"N214510","W46 - 23","0","100"
"N214510","W45 - 23","76.418","54.513096"
"N214510","W44 - 23","159.968","4.7809525"
"N214510","W43 - 23","98.062","41.62976"
"N214510","W42 - 23","0","100"
"N214510","W41 - 23","0","100"
"N214510","W40 - 23","3.414","97.96786"
"N214510","W39 - 23","0.536","99.680954"
"N214510","W38 - 23","0","100"
"N214510","W37 - 23","10.427","93.79345"
"N214510","W36 - 23","0.478","99.71548"
"N214510","W35 - 23","0","100"
"N214510","W34 - 23","0","100"
"N214510","W33 - 23","1.311","99.21964"
"N214510","W32 - 23","8.378","95.01309"
"N214510","W31 - 23","4.862","97.10595"
"N214510","W30 - 23","0","100"
"N214510","W29 - 23","1.519","99.09583"
"N214510","W28 - 23","0","100"
"N214510","W27 - 23","0.281","99.83274"
"N214510","W26 - 23","0","100"
"N214510","W25 - 23","36.898","78.0369"
"N214510","W24 - 23","13.242","92.11786"
"N214510","W23 - 23","0","100"
"N214510","W22 - 23","0","100"
"N214510","W21 - 23","0","100"
"N214510","W20 - 23","8.671","94.83869"
"N214510","W19 - 23","20.429","87.83988"
"N214510","W18 - 23","0","100"
"N214510","W17 - 23","0","100"
"N214510","W16 - 23","0","100"
"N21701","W53 - 23","0","100"
"N21701","W52 - 23","0","100"
"N21701","W51 - 23","0","100"
"N21701","W49 - 23","0","100"
"N21701","W48 - 23","0","100"
"N21701","W47 - 23","0","100"
"N21701","W46 - 23","0","100"
"N21701","W45 - 23","0","100"
"N21701","W44 - 23","0","100"
"N21701","W43 - 23","0","100"
"N21701","W42 - 23","0","100"
"N21701","W41 - 23","0","100"
"N21701","W40 - 23","0","100"
"N21701","W39 - 23","0","100"
"N21701","W38 - 23","0","100"
"N21701","W37 - 23","0","100"
"N21701","W36 - 23","0","100"
"N21701","W35 - 23","0","100"
"N21701","W34 - 23","0","100"
"N21701","W33 - 23","0","100"
"N21701","W32 - 23","0","100"
"N21701","W31 - 23","0","100"
"N21701","W30 - 23","0","100"
"N21701","W29 - 23","0","100"
"N21701","W28 - 23","0","100"
"N21701","W27 - 23","0","100"
"N21701","W26 - 23","0","100"
"N21701","W25 - 23","0","100"
"N21701","W24 - 23","0","100"
"N21701","W23 - 23","0","100"
"N21701","W22 - 23","0","100"
"N21701","W21 - 23","0","100"
"N21701","W20 - 23","0","100"
"N21701","W19 - 23","0","100"
"N21701","W18 - 23","0","100"
"N21701","W17 - 23","0","100"
"N21701","W16 - 23","0","100"
"N224501","W53 - 23","3.445","97.9494"
"N224501","W52 - 23","16.224","90.34286"
"N224501","W51 - 23","15.713","90.647026"
"N224501","W49 - 23","1.67","99.00595"
"N224501","W48 - 23","2.27","98.64881"
"N224501","W47 - 23","0.613","99.63512"
"N224501","W46 - 23","0","100"
"N224501","W45 - 23","2.339","98.607735"
"N224501","W44 - 23","7.786","95.36548"
"N224501","W43 - 23","0","100"
"N224501","W42 - 23","17.203","89.76012"
"N224501","W41 - 23","0","100"
"N224501","W40 - 23","0","100"
"N224501","W39 - 23","0","100"
"N224501","W38 - 23","0","100"
"N224501","W37 - 23","2.123","98.73631"
"N224501","W36 - 23","0.404","99.75952"
"N224501","W35 - 23","0.495","99.70536"
"N224501","W34 - 23","0","100"
"N224501","W33 - 23","0.147","99.9125"
"N224501","W32 - 23","0","100"
"N224501","W31 - 23","0","100"
"N224501","W30 - 23","1.638","99.025"
"N224501","W29 - 23","0.817","99.51369"
"N224501","W28 - 23","3.117","98.144646"
"N224501","W27 - 23","61.656","63.3"
"N224501","W26 - 23","59.755","64.43155"
"N224501","W25 - 23","3.817","97.727974"
"N224501","W24 - 23","0","100"
"N224501","W23 - 23","3.414","97.96786"
"N224501","W22 - 23","0","100"
"N224501","W21 - 23","0","100"
"N224501","W20 - 23","3.723","97.78393"
"N224501","W19 - 23","0","100"
"N224501","W18 - 23","10.352","93.8381"
"N224501","W17 - 23","4.939","97.06012"
"N224501","W16 - 23","0","100"
"N224502","W53 - 23","0.095","99.94345"
"N224502","W52 - 23","0.787","99.53155"
"N224502","W51 - 23","0","100"
"N224502","W49 - 23","0","100"
"N224502","W48 - 23","0","100"
"N224502","W47 - 23","5.962","96.45119"
"N224502","W46 - 23","6.529","96.11369"
"N224502","W45 - 23","0","100"
"N224502","W44 - 23","64.988","61.316666"
"N224502","W43 - 23","120.172","28.469048"
"N224502","W42 - 23","76.082","54.713097"
"N224502","W41 - 23","17.79","89.41071"
"N224502","W40 - 23","6.945","95.86607"
"N224502","W39 - 23","27.213","83.80179"
"N224502","W38 - 23","38.916","76.83572"
"N224502","W37 - 23","9.578","94.29881"
"N224502","W36 - 23","2.81","98.32738"
"N224502","W35 - 23","3.952","97.64762"
"N224502","W34 - 23","62.987","62.507736"
"N224502","W33 - 23","168","0"
"N224502","W32 - 23","168","0"
"N224502","W31 - 23","168","0"
"N224502","W30 - 23","168","0"
"N224502","W29 - 23","168","0"
"N224502","W28 - 23","168","0"
"N224502","W27 - 23","168","0"
"N224502","W26 - 23","168","0"
"N224502","W25 - 23","168","0"
"N224502","W24 - 23","168","0"
"N224502","W23 - 23","168","0"
"N224502","W22 - 23","168","0"
"N224502","W21 - 23","168","0"
"N224502","W20 - 23","168","0"
"N224502","W19 - 23","168","0"
"N224502","W18 - 23","168","0"
"N224502","W17 - 23","168","0"
"N224502","W16 - 23","168","0"
"N224503","W53 - 23","9.21","94.51786"
"N224503","W52 - 23","18.589","88.93512"
"N224503","W51 - 23","1.251","99.255356"
"N224503","W49 - 23","0","100"
"N224503","W48 - 23","13.6","91.90476"
"N224503","W47 - 23","0","100"
"N224503","W46 - 23","0","100"
"N224503","W45 - 23","106.588","36.554764"
"N224503","W44 - 23","155.247","7.5910716"
"N224503","W43 - 23","0.938","99.441666"
"N224503","W42 - 23","5.573","96.68274"
"N224503","W41 - 23","34.478","79.47738"
"N224503","W40 - 23","33.14","80.27381"
"N224503","W39 - 23","7.069","95.79226"
"N224503","W38 - 23","0","100"
"N224503","W37 - 23","0","100"
"N224503","W36 - 23","0","100"
"N224503","W35 - 23","0","100"
"N224503","W34 - 23","0","100"
"N224503","W33 - 23","0.498","99.703575"
"N224503","W32 - 23","156.859","6.6315475"
"N224503","W31 - 23","22.719","86.47678"
"N224503","W30 - 23","0","100"
"N224503","W29 - 23","7.898","95.29881"
"N224503","W28 - 23","101.476","39.59762"
"N224503","W27 - 23","0","100"
"N224503","W26 - 23","0","100"
"N224503","W25 - 23","0","100"
"N224503","W24 - 23","0","100"
"N224503","W23 - 23","0","100"
"N224503","W22 - 23","0","100"
"N224503","W21 - 23","0","100"
"N224503","W20 - 23","50.791","69.767265"
"N224503","W19 - 23","33.316","80.169044"
"N224503","W18 - 23","0","100"
"N224503","W17 - 23","0","100"
"N224503","W16 - 23","0","100"
"N224504","W53 - 23","6.937","95.870834"
"N224504","W52 - 23","0","100"
"N224504","W51 - 23","0","100"
"N224504","W49 - 23","0","100"
"N224504","W48 - 23","0.229","99.86369"
"N224504","W47 - 23","0","100"
"N224504","W46 - 23","0","100"
"N224504","W45 - 23","0","100"
"N224504","W44 - 23","34.818","79.275"
"N224504","W43 - 23","0","100"
"N224504","W42 - 23","1.104","99.34286"
"N224504","W41 - 23","0","100"
"N224504","W40 - 23","11.971","92.874405"
"N224504","W39 - 23","0","100"
"N224504","W38 - 23","7","95.833336"
"N224504","W37 - 23","21.532","87.183334"
"N224504","W36 - 23","0","100"
"N224504","W35 - 23","0.594","99.64643"
"N224504","W34 - 23","0","100"
"N224504","W33 - 23","0.164","99.90238"
"N224504","W32 - 23","34.897","79.227974"
"N224504","W31 - 23","0","100"
"N224504","W30 - 23","19.844","88.188095"
"N224504","W29 - 23","0.954","99.432144"
"N224504","W28 - 23","72.289","56.970833"
"N224504","W27 - 23","0","100"
"N224504","W26 - 23","56.62","66.29762"
"N224504","W25 - 23","13.763","91.80774"
"N224504","W24 - 23","3.651","97.82678"
"N224504","W23 - 23","12.632","92.48095"
"N224504","W22 - 23","2.096","98.75238"
"N224504","W21 - 23","25.676","84.71667"
"N224504","W20 - 23","4.439","97.357735"
"N224504","W19 - 23","13.376","92.03809"
"N224504","W18 - 23","3.724","97.78333"
"N224504","W17 - 23","3.108","98.15"
"N224504","W16 - 23","0","100"
"N224505","W53 - 23","106.215","36.776787"
"N224505","W52 - 23","58.288","65.30476"
"N224505","W51 - 23","1.244","99.25952"
"N224505","W49 - 23","2.921","98.26131"
"N224505","W48 - 23","6.774","95.96786"
"N224505","W47 - 23","0.463","99.7244"
"N224505","W46 - 23","0","100"
"N224505","W45 - 23","22.649","86.518456"
"N224505","W44 - 23","69.485","58.63988"
"N224505","W43 - 23","0","100"
"N224505","W42 - 23","83.868","50.07857"
"N224505","W41 - 23","127.19","24.291666"
"N224505","W40 - 23","117.544","30.033333"
"N224505","W39 - 23","0","100"
"N224505","W38 - 23","0","100"
"N224505","W37 - 23","0","100"
"N224505","W36 - 23","0","100"
"N224505","W35 - 23","0","100"
"N224505","W34 - 23","0","100"
"N224505","W33 - 23","0","100"
"N224505","W32 - 23","0","100"
"N224505","W31 - 23","0","100"
"N224505","W30 - 23","6.507","96.126785"
"N224505","W29 - 23","7.77","95.375"
"N224505","W28 - 23","52.75","68.60119"
"N224505","W27 - 23","0","100"
"N224505","W26 - 23","57.862","65.558334"
"N224505","W25 - 23","89.457","46.751785"
"N224505","W24 - 23","13.393","92.02798"
"N224505","W23 - 23","54.486","67.567856"
"N224505","W22 - 23","41.307","75.4125"
"N224505","W21 - 23","1.714","98.97976"
"N224505","W20 - 23","15.406","90.829765"
"N224505","W19 - 23","1.229","99.268456"
"N224505","W18 - 23","0","100"
"N224505","W17 - 23","0","100"
"N224505","W16 - 23","4.416","97.37143"
"N22501","W53 - 23","6.192","96.314285"
"N22501","W52 - 23","6.625","96.05655"
"N22501","W51 - 23","0","100"
"N22501","W49 - 23","5.806","96.544044"
"N22501","W48 - 23","0","100"
"N22501","W47 - 23","38.043","77.355354"
"N22501","W46 - 23","9.138","94.560715"
"N22501","W45 - 23","18.177","89.18036"
"N22501","W44 - 23","10.771","93.58869"
"N22501","W43 - 23","12.267","92.69821"
"N22501","W42 - 23","0","100"
"N22501","W41 - 23","0","100"
"N22501","W40 - 23","0.24","99.85714"
"N22501","W39 - 23","12.808","92.37619"
"N22501","W38 - 23","9.839","94.143456"
"N22501","W37 - 23","0","100"
"N22501","W36 - 23","0","100"
"N22501","W35 - 23","6.558","96.09643"
"N22501","W34 - 23","113.551","32.41012"
"N22501","W33 - 23","168","0"
"N22501","W32 - 23","168","0"
"N22501","W31 - 23","168","0"
"N22501","W30 - 23","168","0"
"N22501","W29 - 23","168","0"
"N22501","W28 - 23","168","0"
"N22501","W27 - 23","168","0"
"N22501","W26 - 23","168","0"
"N22501","W25 - 23","168","0"
"N22501","W24 - 23","168","0"
"N22501","W23 - 23","60.913","63.742264"
"N22501","W22 - 23","9.924","94.09286"
"N22501","W21 - 23","6.261","96.27322"
"N22501","W20 - 23","0.756","99.55"
"N22501","W19 - 23","0.411","99.755356"
"N22501","W18 - 23","21.094","87.444046"
"N22501","W17 - 23","103.729","38.256546"
"N22501","W16 - 23","86.517","48.501785"
"N22901","W53 - 23","0","100"
"N22901","W52 - 23","0.965","99.4256"
"N22901","W51 - 23","0","100"
"N22901","W49 - 23","4.193","97.504166"
"N22901","W48 - 23","0","100"
"N22901","W47 - 23","0.566","99.66309"
"N22901","W46 - 23","2.295","98.63393"
"N22901","W45 - 23","0","100"
"N22901","W44 - 23","1.818","98.917854"
"N22901","W43 - 23","0","100"
"N22901","W42 - 23","0","100"
"N22901","W41 - 23","0","100"
"N22901","W40 - 23","1.215","99.27679"
"N22901","W39 - 23","8.805","94.75893"
"N22901","W38 - 23","0","100"
"N22901","W37 - 23","0","100"
"N22901","W36 - 23","2.391","98.57678"
"N22901","W35 - 23","0","100"
"N22901","W34 - 23","0","100"
"N22901","W33 - 23","0","100"
"N22901","W32 - 23","13.738","91.82262"
"N22901","W31 - 23","0","100"
"N22901","W30 - 23","0","100"
"N22901","W29 - 23","5.213","96.897026"
"N22901","W28 - 23","0","100"
"N22901","W27 - 23","1.619","99.03631"
"N22901","W26 - 23","42.99","74.41071"
"N22901","W25 - 23","0","100"
"N22901","W24 - 23","0","100"
"N22901","W23 - 23","0.782","99.53452"
"N22901","W22 - 23","0","100"
"N22901","W21 - 23","0","100"
"N22901","W20 - 23","0.527","99.68631"
"N22901","W19 - 23","2.049","98.78036"
"N22901","W18 - 23","0","100"
"N22901","W17 - 23","0.555","99.66964"
"N22901","W16 - 23","0","100"
"N300954","W53 - 23","0","100"
"N300954","W52 - 23","0","100"
"N300954","W51 - 23","0","100"
"N300954","W49 - 23","0","100"
"N300954","W48 - 23","0","100"
"N300954","W47 - 23","0","100"
"N300954","W46 - 23","0","100"
"N300954","W45 - 23","0","100"
"N300954","W44 - 23","0","100"
"N300954","W43 - 23","0","100"
"N300954","W42 - 23","0","100"
"N300954","W41 - 23","0","100"
"N300954","W40 - 23","0","100"
"N300954","W39 - 23","0","100"
"N300954","W38 - 23","0","100"
"N300954","W37 - 23","0","100"
"N300954","W36 - 23","0","100"
"N300954","W35 - 23","0","100"
"N300954","W34 - 23","0","100"
"N300954","W33 - 23","0","100"
"N300954","W32 - 23","0","100"
"N300954","W31 - 23","0","100"
"N300954","W30 - 23","0","100"
"N300954","W29 - 23","0","100"
"N300954","W28 - 23","0","100"
"N300954","W27 - 23","0","100"
"N300954","W26 - 23","0","100"
"N300954","W25 - 23","0","100"
"N300954","W24 - 23","0","100"
"N300954","W23 - 23","0","100"
"N300954","W22 - 23","0","100"
"N300954","W21 - 23","0","100"
"N300954","W20 - 23","0","100"
"N300954","W19 - 23","0","100"
"N300954","W18 - 23","0","100"
"N300954","W17 - 23","0","100"
"N300954","W16 - 23","0","100"
"N410455","W53 - 23","29.68","82.33"
"N410455","W52 - 23","1.81","98.92"
"N410455","W51 - 23","23.98","85.73"
"N410455","W49 - 23","4.44","97.36"
"N410455","W48 - 23","131.64","21.64"
"N410455","W47 - 23","75.63","54.98"
"N410455","W46 - 23","36.9","78.04"
"N410455","W45 - 23","160.95","4.2"
"N410455","W44 - 23","167.99973","0"
"N410455","W43 - 23","167.99973","0"
"N410455","W42 - 23","167.99973","0"
"N410455","W41 - 23","167.99973","0"
"N410455","W40 - 23","167.99973","0"
"N410455","W39 - 23","167.99973","0"
"N410455","W38 - 23","167.99973","0"
"N410455","W37 - 23","167.99973","0"
"N410455","W36 - 23","157.19","6.43"
"N410455","W35 - 23","23.56","85.98"
"N410455","W34 - 23","28.14","83.25"
"N410455","W33 - 23","0","100"
"N410455","W32 - 23","0","100"
"N410455","W31 - 23","21.04","87.48"
"N410455","W30 - 23","0","100"
"N410455","W29 - 23","0","100"
"N410455","W28 - 23","0","100"
"N410455","W27 - 23","0","100"
"N410455","W26 - 23","2.35","98.6"
"N410455","W25 - 23","23.55","85.98"
"N410455","W24 - 23","14.55","91.34"
"N410455","W23 - 23","0","100"
"N410455","W22 - 23","0","100"
"N410455","W21 - 23","0","100"
"N410455","W20 - 23","0","100"
"N410455","W19 - 23","0","100"
"N410455","W18 - 23","13.62","91.89"
"N410455","W17 - 23","2.21","98.68"
"N410455","W16 - 23","11.79","92.98"
"N4808","W53 - 23","167.99973","0"
"N4808","W52 - 23","167.99973","0"
"N4808","W51 - 23","167.65","0.21"
"N4808","W49 - 23","47.73","71.59"
"N4808","W48 - 23","20.43","87.84"
"N4808","W47 - 23","73.94","55.99"
"N4808","W46 - 23","0","100"
"N4808","W45 - 23","59.94","64.32"
"N4808","W44 - 23","0","100"
"N4808","W43 - 23","0.61","99.64"
"N4808","W42 - 23","0","100"
"N4808","W41 - 23","0","100"
"N4808","W40 - 23","0","100"
"N4808","W39 - 23","0","100"
"N4808","W38 - 23","16.8","90"
"N4808","W37 - 23","0","100"
"N4808","W36 - 23","0","100"
"N4808","W35 - 23","1.44","99.14"
"N4808","W34 - 23","0","100"
"N4808","W33 - 23","149.58","10.96"
"N4808","W32 - 23","5.81","96.54"
"N4808","W31 - 23","33.04","80.33"
"N4808","W30 - 23","127.09","24.35"
"N4808","W29 - 23","10.33","93.85"
"N4808","W28 - 23","16.18","90.37"
"N4808","W27 - 23","125","25.6"
"N4808","W26 - 23","10.74","93.61"
"N4808","W25 - 23","31.09","81.49"
"N4808","W24 - 23","0.63","99.62"
"N4808","W23 - 23","26.61","84.16"
"N4808","W22 - 23","0","100"
"N4808","W21 - 23","0","100"
"N4808","W20 - 23","0","100"
"N4808","W19 - 23","9.02","94.63"
"N4808","W18 - 23","4.7","97.2"
"N4808","W17 - 23","31.78","81.08"
"N4808","W16 - 23","0","100"
"N4974","W53 - 23","0","100"
"N4974","W52 - 23","0","100"
"N4974","W51 - 23","0","100"
"N4974","W49 - 23","0","100"
"N4974","W48 - 23","0","100"
"N4974","W47 - 23","0","100"
"N4974","W46 - 23","0","100"
"N4974","W45 - 23","0","100"
"N4974","W44 - 23","0","100"
"N4974","W43 - 23","0","100"
"N4974","W42 - 23","0","100"
"N4974","W41 - 23","0","100"
"N4974","W40 - 23","0","100"
"N4974","W39 - 23","0","100"
"N4974","W38 - 23","0","100"
"N4974","W37 - 23","0","100"
"N4974","W36 - 23","0","100"
"N4974","W35 - 23","0","100"
"N4974","W34 - 23","0","100"
"N4974","W33 - 23","0","100"
"N4974","W32 - 23","0","100"
"N4974","W31 - 23","0","100"
"N4974","W30 - 23","0","100"
"N4974","W29 - 23","0","100"
"N4974","W28 - 23","0","100"
"N4974","W27 - 23","0","100"
"N4974","W26 - 23","0","100"
"N4974","W25 - 23","0","100"
"N4974","W24 - 23","0","100"
"N4974","W23 - 23","0","100"
"N4974","W22 - 23","0","100"
"N4974","W21 - 23","0","100"
"N4974","W20 - 23","0","100"
"N4974","W19 - 23","0","100"
"N4974","W18 - 23","0","100"
"N4974","W17 - 23","0","100"
"N4974","W16 - 23","0","100"
"N500920","W53 - 23","71","57.74"
"N500920","W52 - 23","78.14","53.49"
"N500920","W51 - 23","0","100"
"N500920","W49 - 23","0","100"
"N500920","W48 - 23","0","100"
"N500920","W47 - 23","0","100"
"N500920","W46 - 23","0","100"
"N500920","W45 - 23","0","100"
"N500920","W44 - 23","0","100"
"N500920","W43 - 23","2.12","98.74"
"N500920","W42 - 23","0","100"
"N500920","W41 - 23","7.71","95.41"
"N500920","W40 - 23","25.27","84.96"
"N500920","W39 - 23","7.1","95.77"
"N500920","W38 - 23","8.93","94.68"
"N500920","W37 - 23","3.7","97.8"
"N500920","W36 - 23","0","100"
"N500920","W35 - 23","6.37","96.21"
"N500920","W34 - 23","31.44","81.29"
"N500920","W33 - 23","0","100"
"N500920","W32 - 23","0","100"
"N500920","W31 - 23","0","100"
"N500920","W30 - 23","0","100"
"N500920","W29 - 23","0","100"
"N500920","W28 - 23","4.77","97.16"
"N500920","W27 - 23","0","100"
"N500920","W26 - 23","0","100"
"N500920","W25 - 23","0","100"
"N500920","W24 - 23","0","100"
"N500920","W23 - 23","5.55","96.7"
"N500920","W22 - 23","0","100"
"N500920","W21 - 23","0","100"
"N500920","W20 - 23","0","100"
"N500920","W19 - 23","0","100"
"N500920","W18 - 23","11.61","93.09"
"N500920","W17 - 23","13.95","91.7"
"N500920","W16 - 23","0","100"
"N500921","W53 - 23","0","100"
"N500921","W52 - 23","0","100"
"N500921","W51 - 23","0","100"
"N500921","W49 - 23","0","100"
"N500921","W48 - 23","0","100"
"N500921","W47 - 23","0","100"
"N500921","W46 - 23","0","100"
"N500921","W45 - 23","0","100"
"N500921","W44 - 23","0","100"
"N500921","W43 - 23","0","100"
"N500921","W42 - 23","0","100"
"N500921","W41 - 23","0","100"
"N500921","W40 - 23","0","100"
"N500921","W39 - 23","0","100"
"N500921","W38 - 23","0","100"
"N500921","W37 - 23","0","100"
"N500921","W36 - 23","0","100"
"N500921","W35 - 23","0","100"
"N500921","W34 - 23","0","100"
"N500921","W33 - 23","0","100"
"N500921","W32 - 23","0","100"
"N500921","W31 - 23","0","100"
"N500921","W30 - 23","0","100"
"N500921","W29 - 23","0","100"
"N500921","W28 - 23","0","100"
"N500921","W27 - 23","0","100"
"N500921","W26 - 23","0","100"
"N500921","W25 - 23","0","100"
"N500921","W24 - 23","0","100"
"N500921","W23 - 23","0","100"
"N500921","W22 - 23","0","100"
"N500921","W21 - 23","0","100"
"N500921","W20 - 23","0","100"
"N500921","W19 - 23","0","100"
"N500921","W18 - 23","0","100"
"N500921","W17 - 23","0","100"
"N500921","W16 - 23","0","100"
"N704084","W53 - 23","0","100"
"N704084","W52 - 23","114.94","31.58"
"N704084","W51 - 23","167.99973","0"
"N704084","W49 - 23","167.99973","0"
"N704084","W48 - 23","167.99973","0"
"N704084","W47 - 23","167.99973","0"
"N704084","W46 - 23","167.99973","0"
"N704084","W45 - 23","167.99973","0"
"N704084","W44 - 23","103.77","38.23"
"N704084","W43 - 23","0","100"
"N704084","W42 - 23","0","100"
"N704084","W41 - 23","0","100"
"N704084","W40 - 23","0","100"
"N704084","W39 - 23","0","100"
"N704084","W38 - 23","40.01","76.18"
"N704084","W37 - 23","166.55","0.86"
"N704084","W36 - 23","144.17","14.18"
"N704084","W35 - 23","167.99973","0"
"N704084","W34 - 23","167.99973","0"
"N704084","W33 - 23","167.99973","0"
"N704084","W32 - 23","167.99973","0"
"N704084","W31 - 23","167.99973","0"
"N704084","W30 - 23","167.99973","0"
"N704084","W29 - 23","167.99973","0"
"N704084","W28 - 23","167.99973","0"
"N704084","W27 - 23","167.99973","0"
"N704084","W26 - 23","167.99973","0"
"N704084","W25 - 23","167.99973","0"
"N704084","W24 - 23","167.99973","0"
"N704084","W23 - 23","167.99973","0"
"N704084","W22 - 23","167.99973","0"
"N704084","W21 - 23","167.99973","0"
"N704084","W20 - 23","167.99973","0"
"N704084","W19 - 23","167.99973","0"
"N704084","W18 - 23","167.99973","0"
"N704084","W17 - 23","167.99973","0"
"N704084","W16 - 23","167.99973","0"
"N77326","W53 - 23","0","100"
"N77326","W52 - 23","0","100"
"N77326","W51 - 23","3.1","98.15"
"N77326","W49 - 23","0","100"
"N77326","W48 - 23","0","100"
"N77326","W47 - 23","0","100"
"N77326","W46 - 23","0","100"
"N77326","W45 - 23","0","100"
"N77326","W44 - 23","0","100"
"N77326","W43 - 23","0","100"
"N77326","W42 - 23","6.52","96.12"
"N77326","W41 - 23","0","100"
"N77326","W40 - 23","2.93","98.26"
"N77326","W39 - 23","0","100"
"N77326","W38 - 23","0","100"
"N77326","W37 - 23","0","100"
"N77326","W36 - 23","0","100"
"N77326","W35 - 23","0","100"
"N77326","W34 - 23","76.75","54.32"
"N77326","W33 - 23","16.03","90.46"
"N77326","W32 - 23","40.78","75.73"
"N77326","W31 - 23","5.03","97.01"
"N77326","W30 - 23","23.68","85.9"
"N77326","W29 - 23","0","100"
"N77326","W28 - 23","32.25","80.8"
"N77326","W27 - 23","4.23","97.48"
"N77326","W26 - 23","26.52","84.21"
"N77326","W25 - 23","25.46","84.85"
"N77326","W24 - 23","0","100"
"N77326","W23 - 23","0","100"
"N77326","W22 - 23","8.73","94.8"
"N77326","W21 - 23","0","100"
"N77326","W20 - 23","23.61","85.95"
"N77326","W19 - 23","0","100"
"N77326","W18 - 23","32.12","80.88"
"N77326","W17 - 23","0","100"
"N77326","W16 - 23","0.61","99.64"
"N804865","W53 - 23","65.37","61.09"
"N804865","W52 - 23","52.06","69.01"
"N804865","W51 - 23","0.48","99.71"
"N804865","W49 - 23","0","100"
"N804865","W48 - 23","25.58","84.77"
"N804865","W47 - 23","20.08","88.05"
"N804865","W46 - 23","68.56","59.19"
"N804865","W45 - 23","11.34","93.25"
"N804865","W44 - 23","81.74","51.35"
"N804865","W43 - 23","0.7","99.58"
"N804865","W42 - 23","32.17","80.85"
"N804865","W41 - 23","53.25","68.3"
"N804865","W40 - 23","0.57","99.66"
"N804865","W39 - 23","0","100"
"N804865","W38 - 23","0","100"
"N804865","W37 - 23","9.63","94.27"
"N804865","W36 - 23","20.78","87.63"
"N804865","W35 - 23","35.22","79.04"
"N804865","W34 - 23","0","100"
"N804865","W33 - 23","0","100"
"N804865","W32 - 23","0","100"
"N804865","W31 - 23","0","100"
"N804865","W30 - 23","24.03","85.7"
"N804865","W29 - 23","0","100"
"N804865","W28 - 23","0","100"
"N804865","W27 - 23","0","100"
"N804865","W26 - 23","0","100"
"N804865","W25 - 23","0","100"
"N804865","W24 - 23","9.21","94.52"
"N804865","W23 - 23","86.39","48.58"
"N804865","W22 - 23","167.99973","0"
"N804865","W21 - 23","86.25","48.66"
"N804865","W20 - 23","0","100"
"N804865","W19 - 23","0","100"
"N804865","W18 - 23","0","100"
"N804865","W17 - 23","109.79","34.65"
"N804865","W16 - 23","64.65","61.52"
