"unit_number","week","dt_hours","ma"
"HC17125","W16 - 23","0","100"
"HC17133","W53 - 23","0","100"
"HC17133","W52 - 23","0","100"
"HC17133","W51 - 23","0","100"
"HC17133","W49 - 23","0","100"
"HC17133","W48 - 23","0","100"
"HC17133","W47 - 23","0","100"
"HC17133","W46 - 23","0","100"
"HC17133","W45 - 23","0","100"
"HC17133","W44 - 23","0","100"
"HC17133","W43 - 23","0","100"
"HC17133","W42 - 23","0","100"
"HC17133","W41 - 23","0","100"
"HC17133","W40 - 23","0","100"
"HC17133","W39 - 23","0","100"
"HC17133","W38 - 23","0","100"
"HC17133","W37 - 23","0","100"
"HC17133","W36 - 23","0","100"
"HC17133","W35 - 23","0","100"
"HC17133","W34 - 23","0","100"
"HC17133","W33 - 23","0","100"
"HC17133","W32 - 23","0","100"
"HC17133","W31 - 23","0","100"
"HC17133","W30 - 23","0","100"
"HC17133","W29 - 23","0","100"
"HC17133","W28 - 23","0","100"
"HC17133","W27 - 23","0","100"
"HC17133","W26 - 23","0","100"
"HC17133","W25 - 23","0","100"
"HC17133","W24 - 23","0","100"
"HC17133","W23 - 23","0","100"
"HC17133","W22 - 23","0","100"
"HC17133","W21 - 23","0","100"
"HC17133","W20 - 23","0","100"
"HC17133","W19 - 23","0","100"
"HC17133","W18 - 23","0","100"
"HC17133","W17 - 23","0","100"
"HC17133","W16 - 23","0","100"
"HC18001","W53 - 23","0","100"
"HC18001","W52 - 23","0","100"
"HC18001","W51 - 23","0","100"
"HC18001","W49 - 23","0","100"
"HC18001","W48 - 23","0","100"
"HC18001","W47 - 23","10.28","93.88"
"HC18001","W46 - 23","0","100"
"HC18001","W45 - 23","0","100"
"HC18001","W44 - 23","0","100"
"HC18001","W43 - 23","3.35","98.01"
"HC18001","W42 - 23","6.4","96.19"
"HC18001","W41 - 23","7.47","95.55"
"HC18001","W40 - 23","4.4","97.38"
"HC18001","W39 - 23","0","100"
"HC18001","W38 - 23","14.5","91.37"
"HC18001","W37 - 23","4.06","97.59"
"HC18001","W36 - 23","0","100"
"HC18001","W35 - 23","9.98","94.06"
"HC18001","W34 - 23","0","100"
"HC18001","W33 - 23","0","100"
"HC18001","W32 - 23","29.49","82.45"
"HC18001","W31 - 23","0","100"
"HC18001","W30 - 23","0","100"
"HC18001","W29 - 23","0.83","99.51"
"HC18001","W28 - 23","9.88","94.12"
"HC18001","W27 - 23","2.37","98.59"
"HC18001","W26 - 23","0","100"
"HC18001","W25 - 23","0","100"
"HC18001","W24 - 23","0","100"
"HC18001","W23 - 23","0","100"
"HC18001","W22 - 23","0","100"
"HC18001","W21 - 23","0","100"
"HC18001","W20 - 23","137.01","18.44"
"HC18001","W19 - 23","34.5","79.47"
"HC18001","W18 - 23","0","100"
"HC18001","W17 - 23","0","100"
"HC18001","W16 - 23","0","100"
"HC18002","W53 - 23","0","100"
"HC18002","W52 - 23","0","100"
"HC18002","W51 - 23","0","100"
"HC18002","W49 - 23","0","100"
"HC18002","W48 - 23","0","100"
"HC18002","W47 - 23","0","100"
"HC18002","W46 - 23","0","100"
"HC18002","W45 - 23","0","100"
"HC18002","W44 - 23","0","100"
"HC18002","W43 - 23","0","100"
"HC18002","W42 - 23","0","100"
"HC18002","W41 - 23","0","100"
"HC18002","W40 - 23","0","100"
"HC18002","W39 - 23","0","100"
"HC18002","W38 - 23","0","100"
"HC18002","W37 - 23","0","100"
"HC18002","W36 - 23","0","100"
"HC18002","W35 - 23","0","100"
"HC18002","W34 - 23","0","100"
"HC18002","W33 - 23","0","100"
"HC18002","W32 - 23","0","100"
"HC18002","W31 - 23","0","100"
"HC18002","W30 - 23","0","100"
"HC18002","W29 - 23","0","100"
"HC18002","W28 - 23","0","100"
"HC18002","W27 - 23","0","100"
"HC18002","W26 - 23","0","100"
"HC18002","W25 - 23","0","100"
"HC18002","W24 - 23","0","100"
"HC18002","W23 - 23","0","100"
"HC18002","W22 - 23","0","100"
"HC18002","W21 - 23","0","100"
"HC18002","W20 - 23","0","100"
"HC18002","W19 - 23","0","100"
"HC18002","W18 - 23","0","100"
"HC18002","W17 - 23","0","100"
"HC18002","W16 - 23","11.04","93.43"
"HC18003","W53 - 23","0.05","99.97"
"HC18003","W52 - 23","0.95","99.43"
"HC18003","W51 - 23","0.08","99.95"
"HC18003","W49 - 23","0.04","99.98"
"HC18003","W48 - 23","18","89.29"
"HC18003","W47 - 23","2.25","98.66"
"HC18003","W46 - 23","4.38","97.39"
"HC18003","W45 - 23","5.11","96.96"
"HC18003","W44 - 23","0.05","99.97"
"HC18003","W43 - 23","0.03","99.98"
"HC18003","W42 - 23","3.07","98.17"
"HC18003","W41 - 23","0.03","99.98"
"HC18003","W40 - 23","0.03","99.98"
"HC18003","W39 - 23","0.05","99.97"
"HC18003","W38 - 23","0.02","99.99"
"HC18003","W37 - 23","0.03","99.98"
"HC18003","W36 - 23","13.05","92.23"
"HC18003","W35 - 23","0.04","99.98"
"HC18003","W34 - 23","0.03","99.98"
"HC18003","W33 - 23","0.04","99.97"
"HC18003","W32 - 23","0.04","99.98"
"HC18003","W31 - 23","0.06","99.96"
"HC18003","W30 - 23","0.03","99.98"
"HC18003","W29 - 23","18.2","89.17"
"HC18003","W28 - 23","1.78","98.94"
"HC18003","W27 - 23","25.76","84.67"
"HC18003","W26 - 23","50.63","69.86"
"HC18003","W25 - 23","5.82","96.54"
"HC18003","W24 - 23","0.06","99.97"
"HC18003","W23 - 23","0.07","99.96"
"HC18003","W22 - 23","0.05","99.97"
"HC18003","W21 - 23","0.06","99.96"
"HC18003","W20 - 23","41.65","75.21"
"HC18003","W19 - 23","3.42","97.96"
"HC18003","W18 - 23","0.05","99.97"
"HC18003","W17 - 23","0.06","99.96"
"HC18003","W16 - 23","0.08","99.95"
"HC18006","W53 - 23","0","100"
"HC18006","W52 - 23","0","100"
"HC18006","W51 - 23","0","100"
"HC18006","W49 - 23","0","100"
"HC18006","W48 - 23","0","100"
"HC18006","W47 - 23","0","100"
"HC18006","W46 - 23","0","100"
"HC18006","W45 - 23","0","100"
"HC18006","W44 - 23","0","100"
"HC18006","W43 - 23","0","100"
"HC18006","W42 - 23","0","100"
"HC18006","W41 - 23","0","100"
"HC18006","W40 - 23","0","100"
"HC18006","W39 - 23","0","100"
"HC18006","W38 - 23","0","100"
"HC18006","W37 - 23","0","100"
"HC18006","W36 - 23","0","100"
"HC18006","W35 - 23","0","100"
"HC18006","W34 - 23","0","100"
"HC18006","W33 - 23","0","100"
"HC18006","W32 - 23","0","100"
"HC18006","W31 - 23","0","100"
"HC18006","W30 - 23","0","100"
"HC18006","W29 - 23","0","100"
"HC18006","W28 - 23","0","100"
"HC18006","W27 - 23","0","100"
"HC18006","W26 - 23","0","100"
"HC18006","W25 - 23","0","100"
"HC18006","W24 - 23","0","100"
"HC18006","W23 - 23","0","100"
"HC18006","W22 - 23","0","100"
"HC18006","W21 - 23","0","100"
"HC18006","W20 - 23","0","100"
"HC18006","W19 - 23","0","100"
"HC18006","W18 - 23","0","100"
"HC18006","W17 - 23","0","100"
"HC18006","W16 - 23","0","100"
"HC18015","W53 - 23","0","100"
"HC18015","W52 - 23","1.21","99.28"
"HC18015","W51 - 23","8.89","94.71"
"HC18015","W49 - 23","0","100"
"HC18015","W48 - 23","5.65","96.64"
"HC18015","W47 - 23","0","100"
"HC18015","W46 - 23","0","100"
"HC18015","W45 - 23","0","100"
"HC18015","W44 - 23","0","100"
"HC18015","W43 - 23","0","100"
"HC18015","W42 - 23","0","100"
"HC18015","W41 - 23","0","100"
"HC18015","W40 - 23","0","100"
"HC18015","W39 - 23","7.37","95.61"
"HC18015","W38 - 23","46.1","72.56"
"HC18015","W37 - 23","0","100"
"HC18015","W36 - 23","13.36","92.05"
"HC18015","W35 - 23","0","100"
"HC18015","W34 - 23","9.03","94.62"
"HC18015","W33 - 23","0","100"
"HC18015","W32 - 23","16.19","90.36"
"HC18015","W31 - 23","14.27","91.51"
"HC18015","W30 - 23","0","100"
"HC18015","W29 - 23","0","100"
"HC18015","W28 - 23","0","100"
"HC18015","W27 - 23","29.22","82.61"
"HC18015","W26 - 23","16.79","90.01"
"HC18015","W25 - 23","0","100"
"HC18015","W24 - 23","0","100"
"HC18015","W23 - 23","0","100"
"HC18015","W22 - 23","0","100"
"HC18015","W21 - 23","0","100"
"HC18015","W20 - 23","0","100"
"HC18015","W19 - 23","0","100"
"HC18015","W18 - 23","0","100"
"HC18015","W17 - 23","0","100"
"HC18015","W16 - 23","0","100"
"HC18016","W53 - 23","0","100"
"HC18016","W52 - 23","0","100"
"HC18016","W51 - 23","0","100"
"HC18016","W49 - 23","0","100"
"HC18016","W48 - 23","0","100"
"HC18016","W47 - 23","0","100"
"HC18016","W46 - 23","0","100"
"HC18016","W45 - 23","0","100"
"HC18016","W44 - 23","168","0"
"HC18016","W43 - 23","168","0"
"HC18016","W42 - 23","168","0"
"HC18016","W41 - 23","168","0"
"HC18016","W40 - 23","168","0"
"HC18016","W39 - 23","168","0"
"HC18016","W38 - 23","168","0"
"HC18016","W37 - 23","168","0"
"HC18016","W36 - 23","168","0"
"HC18016","W35 - 23","168","0"
"HC18016","W34 - 23","168","0"
"HC18016","W33 - 23","168","0"
"HC18016","W32 - 23","168","0"
"HC18016","W31 - 23","168","0"
"HC18016","W30 - 23","168","0"
"HC18016","W29 - 23","168","0"
"HC18016","W28 - 23","168","0"
"HC18016","W27 - 23","168","0"
"HC18016","W26 - 23","168","0"
"HC18016","W25 - 23","168","0"
"HC18016","W24 - 23","168","0"
"HC18016","W23 - 23","168","0"
"HC18016","W22 - 23","168","0"
"HC18016","W21 - 23","168","0"
"HC18016","W20 - 23","168","0"
"HC18016","W19 - 23","168","0"
"HC18016","W18 - 23","168","0"
"HC18016","W17 - 23","168","0"
"HC18016","W16 - 23","168","0"
"HC18019","W53 - 23","164.12","2.31"
"HC18019","W52 - 23","168","0"
"HC18019","W51 - 23","167.36","0.38"
"HC18019","W49 - 23","168","0"
"HC18019","W48 - 23","161.04","4.14"
"HC18019","W47 - 23","168","0"
"HC18019","W46 - 23","168","0"
"HC18019","W45 - 23","168","0"
"HC18019","W44 - 23","159.33","5.16"
"HC18019","W43 - 23","168","0"
"HC18019","W42 - 23","167.72","0.17"
"HC18019","W41 - 23","160.05","4.73"
"HC18019","W40 - 23","114.39","31.91"
"HC18019","W39 - 23","0","100"
"HC18019","W38 - 23","0","100"
"HC18019","W37 - 23","0","100"
"HC18019","W36 - 23","0.61","99.63"
"HC18019","W35 - 23","0","100"
"HC18019","W34 - 23","0","100"
"HC18019","W33 - 23","0","100"
"HC18019","W32 - 23","0","100"
"HC18019","W31 - 23","0","100"
"HC18019","W30 - 23","0","100"
"HC18019","W29 - 23","4.25","97.47"
"HC18019","W28 - 23","113.37","32.52"
"HC18019","W27 - 23","120.98","27.99"
"HC18019","W26 - 23","118.98","29.18"
"HC18019","W25 - 23","135.55","19.32"
"HC18019","W24 - 23","148.62","11.54"
"HC18019","W23 - 23","168","0"
"HC18019","W22 - 23","168","0"
"HC18019","W21 - 23","168","0"
"HC18019","W20 - 23","168","0"
"HC18019","W19 - 23","149.46","11.04"
"HC18019","W18 - 23","153.55","8.6"
"HC18019","W17 - 23","123.47","26.51"
"HC18019","W16 - 23","0","100"
"HC18020","W53 - 23","0","100"
"HC18020","W52 - 23","0","100"
"HC18020","W51 - 23","0","100"
"HC18020","W49 - 23","0","100"
"HC18020","W48 - 23","0","100"
"HC18020","W47 - 23","0","100"
"HC18020","W46 - 23","0","100"
"HC18020","W45 - 23","0","100"
"HC18020","W44 - 23","0.05","99.97"
"HC18020","W43 - 23","0","100"
"HC18020","W42 - 23","0","100"
"HC18020","W41 - 23","0","100"
"HC18020","W40 - 23","0","100"
"HC18020","W39 - 23","0","100"
"HC18020","W38 - 23","0","100"
"HC18020","W37 - 23","0","100"
"HC18020","W36 - 23","0","100"
"HC18020","W35 - 23","0.07","99.96"
"HC18020","W34 - 23","1.86","98.9"
"HC18020","W33 - 23","0","100"
"HC18020","W32 - 23","13.59","91.91"
"HC18020","W31 - 23","0.03","99.98"
"HC18020","W30 - 23","0","100"
"HC18020","W29 - 23","0","100"
"HC18020","W28 - 23","4.14","97.54"
"HC18020","W27 - 23","0","100"
"HC18020","W26 - 23","0","100"
"HC18020","W25 - 23","0","100"
"HC18020","W24 - 23","0.41","99.76"
"HC18020","W23 - 23","0","100"
"HC18020","W22 - 23","0","100"
"HC18020","W21 - 23","16.04","90.45"
"HC18020","W20 - 23","0","100"
"HC18020","W19 - 23","0","100"
"HC18020","W18 - 23","0","100"
"HC18020","W17 - 23","0.02","99.99"
"HC18020","W16 - 23","0","100"
"HC18037","W53 - 23","8.26","95.08"
"HC18037","W52 - 23","6.21","96.3"
"HC18037","W51 - 23","0","100"
"HC18037","W49 - 23","0","100"
"HC18037","W48 - 23","0","100"
"HC18037","W47 - 23","0","100"
"HC18037","W46 - 23","0","100"
"HC18037","W45 - 23","9.9","94.11"
"HC18037","W44 - 23","6.57","96.09"
"HC18037","W43 - 23","0","100"
"HC18037","W42 - 23","20.78","87.63"
"HC18037","W41 - 23","0","100"
"HC18037","W40 - 23","0","100"
"HC18037","W39 - 23","0","100"
"HC18037","W38 - 23","3.91","97.67"
"HC18037","W37 - 23","0","100"
"HC18037","W36 - 23","0","100"
"HC18037","W35 - 23","0","100"
"HC18037","W34 - 23","0","100"
"HC18037","W33 - 23","0","100"
"HC18037","W32 - 23","0","100"
"HC18037","W31 - 23","0","100"
"HC18037","W30 - 23","0","100"
"HC18037","W29 - 23","0","100"
"HC18037","W28 - 23","0","100"
"HC18037","W27 - 23","0","100"
"HC18037","W26 - 23","0.17","99.9"
"HC18037","W25 - 23","0","100"
"HC18037","W24 - 23","0","100"
"HC18037","W23 - 23","0","100"
"HC18037","W22 - 23","0","100"
"HC18037","W21 - 23","0","100"
"HC18037","W20 - 23","0","100"
"HC18037","W19 - 23","0","100"
"HC18037","W18 - 23","0","100"
"HC18037","W17 - 23","1.76","98.95"
"HC18037","W16 - 23","2.35","98.6"
"HC18038","W53 - 23","0","100"
"HC18038","W52 - 23","0.927","99.44821"
"HC18038","W51 - 23","0","100"
"HC18038","W49 - 23","3.693","97.80179"
"HC18038","W48 - 23","3.895","97.68155"
"HC18038","W47 - 23","0","100"
"HC18038","W46 - 23","22.49","86.6131"
"HC18038","W45 - 23","0","100"
"HC18038","W44 - 23","0","100"
"HC18038","W43 - 23","2.972","98.23095"
"HC18038","W42 - 23","6.103","96.36726"
"HC18038","W41 - 23","0","100"
"HC18038","W40 - 23","0","100"
"HC18038","W39 - 23","0","100"
"HC18038","W38 - 23","0","100"
"HC18038","W37 - 23","0","100"
"HC18038","W36 - 23","3.377","97.98988"
"HC18038","W35 - 23","0.756","99.55"
"HC18038","W34 - 23","0","100"
"HC18038","W33 - 23","0","100"
"HC18038","W32 - 23","0","100"
"HC18038","W31 - 23","0","100"
"HC18038","W30 - 23","8.254","95.08691"
"HC18038","W29 - 23","1.624","99.03333"
"HC18038","W28 - 23","0","100"
"HC18038","W27 - 23","0","100"
"HC18038","W26 - 23","0.405","99.75893"
"HC18038","W25 - 23","4.337","97.41845"
"HC18038","W24 - 23","0","100"
"HC18038","W23 - 23","0","100"
"HC18038","W22 - 23","0","100"
"HC18038","W21 - 23","0","100"
"HC18038","W20 - 23","0","100"
"HC18038","W19 - 23","0","100"
"HC18038","W18 - 23","0","100"
"HC18038","W17 - 23","0","100"
"HC18038","W16 - 23","0.615","99.63393"
"HC18039","W53 - 23","0","100"
"HC18039","W52 - 23","0","100"
"HC18039","W51 - 23","0","100"
"HC18039","W49 - 23","0","100"
"HC18039","W48 - 23","0","100"
"HC18039","W47 - 23","0","100"
"HC18039","W46 - 23","0","100"
"HC18039","W45 - 23","0","100"
"HC18039","W44 - 23","0","100"
"HC18039","W43 - 23","0","100"
"HC18039","W42 - 23","0","100"
"HC18039","W41 - 23","0","100"
"HC18039","W40 - 23","0","100"
"HC18039","W39 - 23","0","100"
"HC18039","W38 - 23","0","100"
"HC18039","W37 - 23","0","100"
"HC18039","W36 - 23","0","100"
"HC18039","W35 - 23","0","100"
"HC18039","W34 - 23","0","100"
"HC18039","W33 - 23","0","100"
"HC18039","W32 - 23","0","100"
"HC18039","W31 - 23","0","100"
"HC18039","W30 - 23","0","100"
"HC18039","W29 - 23","0","100"
"HC18039","W28 - 23","0","100"
"HC18039","W27 - 23","0","100"
"HC18039","W26 - 23","0","100"
"HC18039","W25 - 23","0","100"
"HC18039","W24 - 23","0","100"
"HC18039","W23 - 23","0","100"
"HC18039","W22 - 23","0","100"
"HC18039","W21 - 23","0","100"
"HC18039","W20 - 23","0","100"
"HC18039","W19 - 23","0","100"
"HC18039","W18 - 23","0","100"
"HC18039","W17 - 23","0","100"
"HC18039","W16 - 23","0","100"
"HC18075","W53 - 23","163.04","2.952381"
"HC18075","W52 - 23","168","0"
"HC18075","W51 - 23","168","0"
"HC18075","W49 - 23","168","0"
"HC18075","W48 - 23","168","0"
"HC18075","W47 - 23","168","0"
"HC18075","W46 - 23","168","0"
"HC18075","W45 - 23","168","0"
"HC18075","W44 - 23","144.826","13.794047"
"HC18075","W43 - 23","28.131","83.255356"
"HC18075","W42 - 23","114.682","31.736904"
"HC18075","W41 - 23","104.372","37.87381"
"HC18075","W40 - 23","0","100"
"HC18075","W39 - 23","0","100"
"HC18075","W38 - 23","0","100"
"HC18075","W37 - 23","45.827","72.72202"
"HC18075","W36 - 23","113.53","32.42262"
"HC18075","W35 - 23","1.613","99.03988"
"HC18075","W34 - 23","0","100"
"HC18075","W33 - 23","0","100"
"HC18075","W32 - 23","17.582","89.53452"
"HC18075","W31 - 23","0","100"
"HC18075","W30 - 23","14.882","91.14167"
"HC18075","W29 - 23","8.308","95.05476"
"HC18075","W28 - 23","0","100"
"HC18075","W27 - 23","0","100"
"HC18075","W26 - 23","0","100"
"HC18075","W25 - 23","139.176","17.157143"
"HC18075","W24 - 23","64.918","61.358334"
"HC18075","W23 - 23","0","100"
"HC18075","W22 - 23","6.829","95.93512"
"HC18075","W21 - 23","20.747","87.6506"
"HC18075","W20 - 23","0","100"
"HC18075","W19 - 23","0","100"
"HC18075","W18 - 23","17.706","89.46072"
"HC18075","W17 - 23","0","100"
"HC18075","W16 - 23","0","100"
"HC18076","W53 - 23","0","100"
"HC18076","W52 - 23","0","100"
"HC18076","W51 - 23","0","100"
"HC18076","W49 - 23","0","100"
"HC18076","W48 - 23","0","100"
"HC18076","W47 - 23","0","100"
"HC18076","W46 - 23","0","100"
"HC18076","W45 - 23","0","100"
"HC18076","W44 - 23","0","100"
"HC18076","W43 - 23","0","100"
"HC18076","W42 - 23","0","100"
"HC18076","W41 - 23","0","100"
"HC18076","W40 - 23","0","100"
"HC18076","W39 - 23","0","100"
"HC18076","W38 - 23","0","100"
"HC18076","W37 - 23","0","100"
"HC18076","W36 - 23","0","100"
"HC18076","W35 - 23","0","100"
"HC18076","W34 - 23","0","100"
"HC18076","W33 - 23","0","100"
"HC18076","W32 - 23","0","100"
"HC18076","W31 - 23","0","100"
"HC18076","W30 - 23","0","100"
"HC18076","W29 - 23","0","100"
"HC18076","W28 - 23","0","100"
"HC18076","W27 - 23","0","100"
"HC18076","W26 - 23","0","100"
"HC18076","W25 - 23","0","100"
"HC18076","W24 - 23","0","100"
"HC18076","W23 - 23","0","100"
"HC18076","W22 - 23","0","100"
"HC18076","W21 - 23","0","100"
"HC18076","W20 - 23","0","100"
"HC18076","W19 - 23","0","100"
"HC18076","W18 - 23","0","100"
"HC18076","W17 - 23","0","100"
"HC18076","W16 - 23","0","100"
"HC18077","W53 - 23","0","100"
"HC18077","W52 - 23","0","100"
"HC18077","W51 - 23","0","100"
"HC18077","W49 - 23","0","100"
"HC18077","W48 - 23","0","100"
"HC18077","W47 - 23","0.06","99.97"
"HC18077","W46 - 23","91.67","45.44"
"HC18077","W45 - 23","0","100"
"HC18077","W44 - 23","0","100"
"HC18077","W43 - 23","0","100"
"HC18077","W42 - 23","11.72","93.03"
"HC18077","W41 - 23","0","100"
"HC18077","W40 - 23","0","100"
"HC18077","W39 - 23","0","100"
"HC18077","W38 - 23","12.95","92.29"
"HC18077","W37 - 23","7.85","95.33"
"HC18077","W36 - 23","19.34","88.49"
"HC18077","W35 - 23","62.22","62.97"
"HC18077","W34 - 23","57.25","65.92"
"HC18077","W33 - 23","7.79","95.36"
"HC18077","W32 - 23","16.17","90.38"
"HC18077","W31 - 23","56.92","66.12"
"HC18077","W30 - 23","0","100"
"HC18077","W29 - 23","18.56","88.95"
"HC18077","W28 - 23","0","100"
"HC18077","W27 - 23","0","100"
"HC18077","W26 - 23","0","100"
"HC18077","W25 - 23","16.34","90.27"
"HC18077","W24 - 23","35.3","78.99"
"HC18077","W23 - 23","0","100"
"HC18077","W22 - 23","16.84","89.98"
"HC18077","W21 - 23","0","100"
"HC18077","W20 - 23","0","100"
"HC18077","W19 - 23","15.56","90.74"
"HC18077","W18 - 23","60.78","63.82"
"HC18077","W17 - 23","0","100"
"HC18077","W16 - 23","10.48","93.76"
"HC18078","W53 - 23","0","100"
"HC18078","W52 - 23","0","100"
"HC18078","W51 - 23","0","100"
"HC18078","W49 - 23","0","100"
"HC18078","W48 - 23","0","100"
"HC18078","W47 - 23","0","100"
"HC18078","W46 - 23","0","100"
"HC18078","W45 - 23","0","100"
"HC18078","W44 - 23","8.57","94.9"
"HC18078","W43 - 23","0","100"
"HC18078","W42 - 23","0","100"
"HC18078","W41 - 23","0","100"
"HC18078","W40 - 23","0","100"
"HC18078","W39 - 23","6.43","96.17"
"HC18078","W38 - 23","26.22","84.39"
"HC18078","W37 - 23","0.18","99.89"
"HC18078","W36 - 23","1.07","99.36"
"HC18078","W35 - 23","0","100"
"HC18078","W34 - 23","0","100"
"HC18078","W33 - 23","0","100"
"HC18078","W32 - 23","0","100"
"HC18078","W31 - 23","0","100"
"HC18078","W30 - 23","20.89","87.57"
"HC18078","W29 - 23","8.09","95.19"
"HC18078","W28 - 23","0.84","99.5"
"HC18078","W27 - 23","0","100"
"HC18078","W26 - 23","0","100"
"HC18078","W25 - 23","9.04","94.62"
"HC18078","W24 - 23","0","100"
"HC18078","W23 - 23","0","100"
"HC18078","W22 - 23","0.79","99.53"
"HC18078","W21 - 23","0","100"
"HC18078","W20 - 23","0","100"
"HC18078","W19 - 23","0.31","99.82"
"HC18078","W18 - 23","12.58","92.51"
"HC18078","W17 - 23","0.49","99.71"
"HC18078","W16 - 23","0","100"
"HC18097","W53 - 23","0.103","99.93869"
"HC18097","W52 - 23","0","100"
"HC18097","W51 - 23","0.424","99.74762"
"HC18097","W49 - 23","0","100"
"HC18097","W48 - 23","0","100"
"HC18097","W47 - 23","0.85","99.49405"
"HC18097","W46 - 23","0.456","99.72857"
"HC18097","W45 - 23","0.513","99.69464"
"HC18097","W44 - 23","5.826","96.53214"
"HC18097","W43 - 23","0.06","99.96429"
"HC18097","W42 - 23","11.427","93.19821"
"HC18097","W41 - 23","0.203","99.879166"
"HC18097","W40 - 23","6.224","96.295235"
"HC18097","W39 - 23","0","100"
"HC18097","W38 - 23","4.069","97.57797"
"HC18097","W37 - 23","5.738","96.584526"
"HC18097","W36 - 23","92.522","44.92738"
"HC18097","W35 - 23","80.89","51.85119"
"HC18097","W34 - 23","30.388","81.9119"
"HC18097","W33 - 23","12.766","92.40119"
"HC18097","W32 - 23","0","100"
"HC18097","W31 - 23","7.181","95.72559"
"HC18097","W30 - 23","0","100"
"HC18097","W29 - 23","26.655","84.13393"
"HC18097","W28 - 23","2.152","98.71905"
"HC18097","W27 - 23","0","100"
"HC18097","W26 - 23","2.479","98.52441"
"HC18097","W25 - 23","0.344","99.795235"
"HC18097","W24 - 23","2.721","98.380356"
"HC18097","W23 - 23","4.033","97.5994"
"HC18097","W22 - 23","11.62","93.083336"
"HC18097","W21 - 23","3.399","97.97678"
"HC18097","W20 - 23","4.07","97.57738"
"HC18097","W19 - 23","8.883","94.7125"
"HC18097","W18 - 23","1.18","99.29762"
"HC18097","W17 - 23","0.278","99.834526"
"HC18097","W16 - 23","1.609","99.04226"
"HC19206","W53 - 23","168","0"
"HC19206","W52 - 23","168","0"
"HC19206","W51 - 23","168","0"
"HC19206","W49 - 23","168","0"
"HC19206","W48 - 23","168","0"
"HC19206","W47 - 23","168","0"
"HC19206","W46 - 23","168","0"
"HC19206","W45 - 23","168","0"
"HC19206","W44 - 23","168","0"
"HC19206","W43 - 23","168","0"
"HC19206","W42 - 23","168","0"
"HC19206","W41 - 23","168","0"
"HC19206","W40 - 23","168","0"
"HC19206","W39 - 23","168","0"
"HC19206","W38 - 23","168","0"
"HC19206","W37 - 23","168","0"
"HC19206","W36 - 23","168","0"
"HC19206","W35 - 23","168","0"
"HC19206","W34 - 23","168","0"
"HC19206","W33 - 23","168","0"
"HC19206","W32 - 23","168","0"
"HC19206","W31 - 23","168","0"
"HC19206","W30 - 23","168","0"
"HC19206","W29 - 23","168","0"
"HC19206","W28 - 23","168","0"
"HC19206","W27 - 23","168","0"
"HC19206","W26 - 23","168","0"
"HC19206","W25 - 23","168","0"
"HC19206","W24 - 23","168","0"
"HC19206","W23 - 23","168","0"
"HC19206","W22 - 23","168","0"
"HC19206","W21 - 23","168","0"
"HC19206","W20 - 23","168","0"
"HC19206","W19 - 23","168","0"
"HC19206","W18 - 23","168","0"
"HC19206","W17 - 23","168","0"
"HC19206","W16 - 23","168","0"
"HC19207","W53 - 23","0","100"
"HC19207","W52 - 23","0","100"
"HC19207","W51 - 23","0","100"
"HC19207","W49 - 23","0","100"
"HC19207","W48 - 23","0","100"
"HC19207","W47 - 23","0","100"
"HC19207","W46 - 23","0","100"
"HC19207","W45 - 23","0","100"
"HC19207","W44 - 23","0","100"
"HC19207","W43 - 23","0","100"
"HC19207","W42 - 23","73.46","56.27"
"HC19207","W41 - 23","39.36","76.57"
"HC19207","W40 - 23","1.43","99.15"
"HC19207","W39 - 23","0","100"
"HC19207","W38 - 23","0","100"
"HC19207","W37 - 23","0","100"
"HC19207","W36 - 23","0","100"
"HC19207","W35 - 23","0","100"
"HC19207","W34 - 23","0","100"
"HC19207","W33 - 23","0","100"
"HC19207","W32 - 23","0","100"
"HC19207","W31 - 23","0","100"
"HC19207","W30 - 23","0","100"
"HC19207","W29 - 23","0","100"
"HC19207","W28 - 23","0","100"
"HC19207","W27 - 23","0","100"
"HC19207","W26 - 23","0","100"
"HC19207","W25 - 23","0","100"
"HC19207","W24 - 23","0","100"
"HC19207","W23 - 23","0","100"
"HC19207","W22 - 23","0","100"
"HC19207","W21 - 23","0","100"
"HC19207","W20 - 23","0","100"
"HC19207","W19 - 23","0","100"
"HC19207","W18 - 23","0","100"
"HC19207","W17 - 23","0","100"
"HC19207","W16 - 23","0","100"
"HC19208","W53 - 23","0","100"
"HC19208","W52 - 23","0","100"
"HC19208","W51 - 23","0","100"
"HC19208","W49 - 23","0.51","99.7"
"HC19208","W48 - 23","0","100"
"HC19208","W47 - 23","0","100"
"HC19208","W46 - 23","0","100"
"HC19209","W53 - 23","9.38","94.42"
"HC19209","W52 - 23","157.1","6.49"
"HC19209","W51 - 23","155.19","7.63"
"HC19209","W49 - 23","104.19","37.98"
"HC19209","W48 - 23","168","0"
"HC19209","W47 - 23","58.66","65.09"
"HC19209","W46 - 23","43.65","74.02"
"HC19209","W45 - 23","96.53","42.54"
"HC19209","W44 - 23","50.22","70.11"
"HC19209","W43 - 23","0","100"
"HC19209","W42 - 23","0","100"
"HC19209","W41 - 23","0.58","99.65"
"HC19209","W40 - 23","0","100"
"HC19209","W39 - 23","0","100"
"HC19209","W38 - 23","0","100"
"HC19209","W37 - 23","0","100"
"HC19209","W36 - 23","0","100"
"HC19209","W35 - 23","0","100"
