"unit_number","name","value","timestamp"
"N214510","Carrier Options","ATT, Verizon, and Iridium","2024-05-31 01:17:57.287555+00"
"N214510","Last System Reboot","1717116681.0","2024-05-31 01:17:57.287555+00"
"N214510","Version Minor","1","2024-05-31 01:17:57.287555+00"
"N214510","Modem Temperature","104","2024-05-31 01:17:57.287555+00"
"N214510","Version Build","10","2024-05-31 01:17:57.287555+00"
"N214510","Run Count","0","2024-05-31 01:17:57.287555+00"
"N214510","Modem Temp Warning Level","Normal Temperature","2024-05-31 01:17:57.287555+00"
"N214510","Fault Status Low, High","0","2024-05-31 01:17:48.465857+00"
"N214510","Status Fault","Normal Operation","2024-05-31 01:17:48.465857+00"
"N214510","RSRQ","0","2024-05-31 01:17:43.374817+00"
"N214510","Cellular Signal Bars","5","2024-05-31 01:17:43.374817+00"
"N214510","RSRP","0","2024-05-31 01:17:43.374817+00"
"N214510","RSSI","-113","2024-05-31 01:17:43.374817+00"
"N214510","Cell Modem Restarts","0","2024-05-31 01:17:43.374817+00"
"N214510","Cell Modem Status","Modem Not Connected","2024-05-31 01:17:43.374817+00"
"N214510","Cell Mode","0","2024-05-31 01:17:43.374817+00"
"N214510","GPS Status","Reported Position is Current","2024-05-31 01:17:41.08815+00"
"N214510","Connected Satellites","11","2024-05-31 01:17:41.08815+00"
"N214510","Altitude","2742.5","2024-05-31 01:17:41.08815+00"
"N214510","Longitude","-102.0564183","2024-05-31 01:17:41.08815+00"
"N214510","Latitude","31.3861165","2024-05-31 01:17:41.08815+00"
"N214510","Skid - Shutdown","Normal Operation","2024-04-28 14:10:30.639563+00"
"N214510","Fault code","Normal Operation","2024-01-25 16:34:10.504+00"
"N214510","Disc Temp Cyl 3","236","2024-01-25 16:33:57.893+00"
"N214510","3rd Stg Disc Pres","1033","2024-01-25 16:33:57.893+00"
"N214510","Disc Temp Cyl 2","207","2024-01-25 16:33:57.893+00"
"N214510","1st Stg Disc Pres","138","2024-01-25 16:33:57.893+00"
"N214510","Driver RPM","1715","2024-01-25 16:33:57.893+00"
"N214510","Comp Oil Pres","57","2024-01-25 16:33:57.893+00"
"N214510","Disc Temp Cyl 4","215","2024-01-25 16:33:57.893+00"
"N214510","Disc Temp Cyl 1","241","2024-01-25 16:33:57.893+00"
"N214510","2nd Stg Disc Pres","384","2024-01-25 16:33:57.893+00"
"N224501","Skid - Status","Stopped","2024-05-30 14:58:29.213335+00"
"N224501","Skid - Last Stop Code","High Discharge Pressure Stg 3","2024-05-30 14:58:29.213335+00"
"N224501","Skid - Current Operating State Code","High Discharge Pressure Stg 3","2024-05-30 14:58:29.213335+00"
"N224501","Skid - Timestamp","1717081021.0","2024-05-30 14:58:29.213335+00"
"N224501","Shutdown Code","High Discharge Pressure Stg 3","2024-05-30 14:57:54.668867+00"
"N224501","Fault Status Low, High","0","2024-05-30 14:57:52.4225+00"
"N224501","Status Fault","169","2024-05-30 14:57:52.4225+00"
"N224501","Phase 2 Temp","85","2024-05-30 14:57:49.872493+00"
"N224501","MTR Bearing Drive End Vibration","0","2024-05-30 14:57:49.872493+00"
"N224501","Phase 1 Temp","85","2024-05-30 14:57:49.872493+00"
"N224501","MTR Bearing Non-Drive End Vibration","0","2024-05-30 14:57:49.872493+00"
"N224501","Disc Aftercooler Temp","84","2024-05-30 14:57:49.872493+00"
"N224501","Disc Temp #3","77","2024-05-30 14:57:49.872493+00"
"N224501","Driver Speed","0","2024-05-30 14:57:49.872493+00"
"N224501","Discharge Pressure Stg 3","0","2024-05-30 14:57:49.872493+00"
"N224501","MTR Bearing Non-Drive End Temp","90","2024-05-30 14:57:49.872493+00"
"N224501","Comp Oil Pressure","0","2024-05-30 14:57:49.872493+00"
"N224501","Discharge Pressure Stg 1","38","2024-05-30 14:57:49.872493+00"
"N224501","Hour Meter","10396","2024-05-30 14:57:49.872493+00"
"N224501","Disc Temp #4","85","2024-05-30 14:57:49.872493+00"
"N224501","Suction Pressure","0","2024-05-30 14:57:49.872493+00"
"N224501","Disc Temp #2","82","2024-05-30 14:57:49.872493+00"
"N224501","Disc Temp #1","77","2024-05-30 14:57:49.872493+00"
"N224501","Comp Oil Temp","85","2024-05-30 14:57:49.872493+00"
"N224501","MTR Bearing Drive End Temp","92","2024-05-30 14:57:49.872493+00"
"N224501","Discharge Pressure Stg 2","0","2024-05-30 14:57:49.872493+00"
"N224501","Cellular Signal Bars","5","2024-05-30 14:57:47.564533+00"
"N224501","Cell Modem Restarts","0","2024-05-30 14:57:47.564533+00"
"N224501","Cell Mode","0","2024-05-30 14:57:47.564533+00"
"N224501","Cell Modem Status","Modem Ready","2024-05-30 14:57:47.564533+00"
"N224501","RSRP","0","2024-05-30 14:57:47.564533+00"
"N224501","RSRQ","0","2024-05-30 14:57:47.564533+00"
"N224501","RSSI","-113","2024-05-30 14:57:47.564533+00"
"N224501","Connected Satellites","13","2024-05-30 14:57:45.289196+00"
"N224501","GPS Status","Reported Position is Current","2024-05-30 14:57:45.289196+00"
"N224501","Longitude","-102.2491320","2024-05-30 14:57:45.289196+00"
"N224501","Altitude","2854.0","2024-05-30 14:57:45.289196+00"
"N224501","Latitude","32.2318788","2024-05-30 14:57:45.289196+00"
"N224501","Carrier Options","ATT, Verizon, and Iridium","2024-05-30 14:57:43.0813+00"
"N224501","Active Carrier","ATT","2024-05-30 14:57:43.0813+00"
"N224501","Version Minor","1","2024-05-30 14:57:43.0813+00"
"N224501","Modem Temp Warning Level","Normal Temperature","2024-05-30 14:57:43.0813+00"
"N224501","Version Revision","13","2024-05-30 14:57:43.0813+00"
"N224501","Modem Temperature","104","2024-05-30 14:57:43.0813+00"
"N224501","Version Build","10","2024-05-30 14:57:43.0813+00"
"N224501","Last System Reboot","1717080945.0","2024-05-30 14:57:43.0813+00"
"N224501","Version Major","5","2024-05-30 14:57:43.0813+00"
"N224501","Run Count","0","2024-05-30 14:57:43.0813+00"
"N224501","Skid - Shutdown","High Discharge Pressure Stg 3","2024-05-19 17:06:43.606801+00"
"N224501","Derived Stop Status","Stopped","2024-01-31 23:41:58.345+00"
"N224501","Derived Run Status","Not Running (Stopped, Warmup, or Cooldown)","2024-01-31 23:41:58.345+00"
"N224501","Fault code","Manual Stop","2024-01-30 19:58:15.501+00"
"N224501","MTR Brng DE Temp","117","2024-01-30 19:58:10.702+00"
"N224501","Mtr Bearing Drive End Vibration","0","2024-01-30 19:58:10.702+00"
"N224501","1st Stg Disc Pres","0","2024-01-30 19:58:10.702+00"
"N224501","Comp Oil Pres","0","2024-01-30 19:58:10.702+00"
"N224501","Disc Temp Cyl 1","137","2024-01-30 19:58:10.702+00"
"N224501","Disc Temp Cyl 2","115","2024-01-30 19:58:10.702+00"
"N224501","Mtr Bearing Non-Drive End Vibration","0","2024-01-30 19:58:10.702+00"
"N224501","MTR Brng NDE Temp","113","2024-01-30 19:58:10.702+00"
"N224501","3rd Stg Disc Pres","0","2024-01-30 19:58:10.702+00"
"N224501","Driver RPM","0","2024-01-30 19:58:10.702+00"
"N224501","Disc Temp Cyl 3","134","2024-01-30 19:58:10.702+00"
"N224501","2nd Stg Disc Pres","0","2024-01-30 19:58:10.702+00"
"N224502","Shutdown Code","Normal Operation","2024-03-18 14:03:29.695+00"
"N224502","Driver Speed","1500","2024-03-18 14:03:04.306+00"
"N224502","MTR Bearing Drive End Vibration","0","2024-03-18 14:03:04.306+00"
"N224502","MTR Bearing Non-Drive End Temp","99","2024-03-18 14:03:04.306+00"
"N224502","Disc Temp #3","216","2024-03-18 14:03:04.306+00"
"N224502","Phase 2 Temp","176","2024-03-18 14:03:04.306+00"
"N224502","Comp Oil Temp","153","2024-03-18 14:03:04.306+00"
"N224502","Disc Temp #2","180","2024-03-18 14:03:04.306+00"
"N224502","Comp Oil Pressure","68","2024-03-18 14:03:04.306+00"
"N224502","MTR Bearing Drive End Temp","116","2024-03-18 14:03:04.306+00"
"N224502","Disc Temp #4","182","2024-03-18 14:03:04.306+00"
"N224502","Disc Aftercooler Temp","107","2024-03-18 14:03:04.306+00"
"N224502","Phase 1 Temp","186","2024-03-18 14:03:04.306+00"
"N224502","Disc Temp #1","221","2024-03-18 14:03:04.306+00"
"N224502","MTR Bearing Non-Drive End Vibration","0","2024-03-18 14:03:04.306+00"
"N224502","Suction Pressure","51","2024-03-18 14:03:04.306+00"
"N224502","Hour Meter","5115","2024-03-18 14:03:04.306+00"
"N224502","Discharge Pressure Stg 3","1127","2024-03-18 14:03:04.306+00"
"N224502","Discharge Pressure Stg 1","220","2024-03-18 14:03:04.306+00"
"N224502","Discharge Pressure Stg 2","541","2024-03-18 14:03:04.306+00"
"N224502","Cell Mode","4G","2024-03-18 00:13:18.396+00"
"N224502","Cell Modem Status","Modem Ready","2024-03-18 00:13:18.396+00"
"N224502","Cell Modem Restarts","49","2024-03-18 00:13:18.396+00"
"N224502","RSRQ","-10","2024-03-18 00:13:18.396+00"
"N224502","Cellular Signal Bars","2","2024-03-18 00:13:18.396+00"
"N224502","RSSI","-65","2024-03-18 00:13:18.396+00"
"N224502","RSRP","-96","2024-03-18 00:13:18.396+00"
"N224502","Latitude","31.2920929","2024-03-18 00:13:16.299+00"
"N224502","Connected Satellites","12","2024-03-18 00:13:16.299+00"
"N224502","Longitude","-103.0442175","2024-03-18 00:13:16.299+00"
"N224502","Altitude","2551.5","2024-03-18 00:13:16.299+00"
"N224502","GPS Status","Reported Position is Current","2024-03-18 00:13:16.299+00"
"N224502","Run Count","0","2024-03-18 00:13:09.782+00"
"N224502","Version Major","5","2024-03-18 00:13:09.782+00"
"N224502","Modem Temperature","73","2024-03-18 00:13:09.782+00"
"N224502","Version Minor","1","2024-03-18 00:13:09.782+00"
"N224502","Modem Temp Warning Level","Normal Temperature","2024-03-18 00:13:09.782+00"
"N224502","Carrier Options","ATT, Verizon, and Iridium","2024-03-18 00:13:09.782+00"
"N224502","Version Revision","8","2024-03-18 00:13:09.782+00"
"N224502","Last System Reboot","1709377221.0","2024-03-18 00:13:09.782+00"
"N224502","Active Carrier","ATT","2024-03-18 00:13:09.782+00"
"N224502","Version Build","10","2024-03-18 00:13:09.782+00"
"N224502","Engine Speed","1305","2024-03-11 13:48:54.536+00"
"N224502","Post Cat Temp","748","2024-03-11 13:48:54.536+00"
"N224502","Pre Cat Temp","403","2024-03-11 13:48:54.536+00"
"N224502","Status Fault","Normal Operation","2024-03-10 08:12:11.744+00"
"N224502","Fault Status Low, High","0","2024-03-10 08:12:11.744+00"
"N224502","Skid - Timestamp","1710057681.0","2024-03-10 08:11:14.596+00"
"N224502","Skid - Current Operating State Code","Normal Operation","2024-03-10 08:11:14.596+00"
"N224502","Skid - Status","Running (latched)","2024-03-10 08:11:14.596+00"
"N224502","Skid - Last Stop Code","Manual Stop","2024-03-10 08:11:14.596+00"
"N224502","Skid - Shutdown","Normal Operation","2024-03-08 21:05:01.375+00"
"N224502","Derived Run Status","Not Running (Stopped, Warmup, or Cooldown)","2024-01-30 21:11:26.298+00"
"N224502","Derived Stop Status","Stopped","2024-01-30 21:11:26.298+00"
"N224502","Fault code","Normal Operation","2024-01-30 20:49:04.973+00"
"N224502","2nd Stg Disc Pres","42","2024-01-30 20:49:02.438+00"
"N224502","1st Stg Disc Pres","48","2024-01-30 20:49:02.438+00"
"N224502","Comp Oil Pres","0","2024-01-30 20:49:02.438+00"
"N224502","Disc Temp Cyl 1","100","2024-01-30 20:49:02.438+00"
"N224502","Mtr Bearing Non-Drive End Vibration","0","2024-01-30 20:49:02.438+00"
"N224502","Disc Temp Cyl 3","94","2024-01-30 20:49:02.438+00"
"N224502","Driver RPM","6","2024-01-30 20:49:02.438+00"
"N224502","Disc Temp Cyl 2","96","2024-01-30 20:49:02.438+00"
"N224502","MTR Brng NDE Temp","86","2024-01-30 20:49:02.438+00"
"N224502","MTR Brng DE Temp","90","2024-01-30 20:49:02.438+00"
"N224502","Mtr Bearing Drive End Vibration","0","2024-01-30 20:49:02.438+00"
"N224502","3rd Stg Disc Pres","26","2024-01-30 20:49:02.438+00"
"N224503","Shutdown Code","High Suction Pressure","2024-05-31 16:05:18.439347+00"
"N224503","Status Fault","Suction Pressure","2024-05-31 16:05:14.714264+00"
"N224503","Fault Status Low, High","2","2024-05-31 16:05:14.714264+00"
"N224503","Comp Oil Pressure","0","2024-05-31 16:05:11.913208+00"
"N224503","MTR Bearing Drive End Temp","85","2024-05-31 16:05:11.913208+00"
"N224503","Suction Pressure","65","2024-05-31 16:05:11.913208+00"
"N224503","Disc Aftercooler Temp","77","2024-05-31 16:05:11.913208+00"
"N224503","Comp Oil Temp","80","2024-05-31 16:05:11.913208+00"
"N224503","Disc Temp #3","70","2024-05-31 16:05:11.913208+00"
"N224503","MTR Bearing Drive End Vibration","0","2024-05-31 16:05:11.913208+00"
"N224503","Disc Temp #2","72","2024-05-31 16:05:11.913208+00"
"N224503","Phase 1 Temp","77","2024-05-31 16:05:11.913208+00"
"N224503","Driver Speed","0","2024-05-31 16:05:11.913208+00"
"N224503","Disc Temp #4","76","2024-05-31 16:05:11.913208+00"
"N224503","MTR Bearing Non-Drive End Temp","85","2024-05-31 16:05:11.913208+00"
"N224503","Disc Temp #1","70","2024-05-31 16:05:11.913208+00"
"N224503","Discharge Pressure Stg 2","65","2024-05-31 16:05:11.913208+00"
"N224503","Discharge Pressure Stg 1","65","2024-05-31 16:05:11.913208+00"
"N224503","Hour Meter","10288","2024-05-31 16:05:11.913208+00"
"N224503","MTR Bearing Non-Drive End Vibration","0","2024-05-31 16:05:11.913208+00"
"N224503","Phase 2 Temp","74","2024-05-31 16:05:11.913208+00"
"N224503","Discharge Pressure Stg 3","64","2024-05-31 16:05:11.913208+00"
"N224503","Cell Modem Restarts","0","2024-05-31 16:05:09.737944+00"
"N224503","RSRQ","0","2024-05-31 16:05:09.737944+00"
"N224503","Cell Modem Status","Modem Ready","2024-05-31 16:05:09.737944+00"
"N224503","Cell Mode","0","2024-05-31 16:05:09.737944+00"
"N224503","RSRP","0","2024-05-31 16:05:09.737944+00"
"N224503","RSSI","-113","2024-05-31 16:05:09.737944+00"
"N224503","Cellular Signal Bars","5","2024-05-31 16:05:09.737944+00"
"N224503","Altitude","2998.7","2024-05-31 16:05:07.325076+00"
"N224503","Latitude","32.1405303","2024-05-31 16:05:07.325076+00"
"N224503","Longitude","-102.2332391","2024-05-31 16:05:07.325076+00"
"N224503","Connected Satellites","13","2024-05-31 16:05:07.325076+00"
"N224503","GPS Status","Reported Position is Current","2024-05-31 16:05:07.325076+00"
"N224503","Run Count","0","2024-05-31 16:05:04.865299+00"
"N224503","Active Carrier","ATT","2024-05-31 16:05:04.865299+00"
"N224503","Version Revision","8","2024-05-31 16:05:04.865299+00"
"N224503","Version Minor","1","2024-05-31 16:05:04.865299+00"
"N224503","Modem Temperature","104","2024-05-31 16:05:04.865299+00"
"N224503","Version Major","5","2024-05-31 16:05:04.865299+00"
"N224503","Carrier Options","ATT, Verizon, and Iridium","2024-05-31 16:05:04.865299+00"
"N224503","Last System Reboot","1717171242.0","2024-05-31 16:05:04.865299+00"
"N224503","Version Build","10","2024-05-31 16:05:04.865299+00"
"N224503","Modem Temp Warning Level","Normal Temperature","2024-05-31 16:05:04.865299+00"
"N224503","Skid - Last Stop Code","Manual Stop","2024-05-31 15:58:41.480163+00"
"N224503","Skid - Timestamp","1717170968.0","2024-05-31 15:58:41.480163+00"
"N224503","Skid - Current Operating State Code","High Suction Pressure","2024-05-31 15:58:41.480163+00"
"N224503","Skid - Status","Stopped","2024-05-31 15:58:41.480163+00"
"N224503","Skid - Shutdown","High Suction Pressure","2024-05-31 15:58:36.793528+00"
"N224503","Derived Stop Status","Not Stopped (Running, Warmup, or Cooldown)","2024-01-30 20:59:56.051+00"
"N224503","Derived Run Status","Running","2024-01-30 20:59:56.051+00"
"N224503","Fault code","Normal Operation","2024-01-30 20:11:19.971+00"
"N224503","Driver RPM","0","2024-01-30 20:11:16.561+00"
"N224503","Disc Temp Cyl 2","95","2024-01-30 20:11:16.561+00"
"N224503","2nd Stg Disc Pres","50","2024-01-30 20:11:16.561+00"
"N224503","Mtr Bearing Non-Drive End Vibration","0","2024-01-30 20:11:16.561+00"
"N224503","Disc Temp Cyl 1","95","2024-01-30 20:11:16.561+00"
"N224503","Disc Temp Cyl 3","88","2024-01-30 20:11:16.561+00"
"N224503","Mtr Bearing Drive End Vibration","0","2024-01-30 20:11:16.561+00"
"N224503","MTR Brng DE Temp","97","2024-01-30 20:11:16.561+00"
"N224503","3rd Stg Disc Pres","410","2024-01-30 20:11:16.561+00"
"N224503","Comp Oil Pres","0","2024-01-30 20:11:16.561+00"
"N224503","MTR Brng NDE Temp","96","2024-01-30 20:11:16.561+00"
"N224503","1st Stg Disc Pres","50","2024-01-30 20:11:16.561+00"
"N224504","Shutdown Code","Normal Operation","2024-05-31 16:04:01.460911+00"
"N224504","MTR Bearing Non-Drive End Temp","133","2024-05-31 16:03:55.772969+00"
"N224504","Discharge Pressure Stg 3","944","2024-05-31 16:03:55.772969+00"
"N224504","MTR Bearing Drive End Temp","139","2024-05-31 16:03:55.772969+00"
"N224504","MTR Bearing Non-Drive End Vibration","0","2024-05-31 16:03:55.772969+00"
"N224504","Discharge Pressure Stg 2","454","2024-05-31 16:03:55.772969+00"
"N224504","Hour Meter","9996","2024-05-31 16:03:55.772969+00"
"N224504","Discharge Pressure Stg 1","190","2024-05-31 16:03:55.772969+00"
"N224504","Disc Aftercooler Temp","91","2024-05-31 16:03:55.772969+00"
"N224504","Disc Temp #3","247","2024-05-31 16:03:55.772969+00"
"N224504","Comp Oil Temp","128","2024-05-31 16:03:55.772969+00"
"N224504","Comp Oil Pressure","57","2024-05-31 16:03:55.772969+00"
"N224504","Disc Temp #1","253","2024-05-31 16:03:55.772969+00"
"N224504","Disc Temp #2","181","2024-05-31 16:03:55.772969+00"
"N224504","Driver Speed","1467","2024-05-31 16:03:55.772969+00"
"N224504","Phase 1 Temp","177","2024-05-31 16:03:55.772969+00"
"N224504","Suction Pressure","44","2024-05-31 16:03:55.772969+00"
"N224504","Disc Temp #4","198","2024-05-31 16:03:55.772969+00"
"N224504","Phase 2 Temp","177","2024-05-31 16:03:55.772969+00"
"N224504","MTR Bearing Drive End Vibration","0","2024-05-31 16:03:55.772969+00"
"N224504","Cell Modem Restarts","18","2024-05-31 00:08:24.474749+00"
"N224504","Cell Modem Status","Modem Ready","2024-05-31 00:08:24.474749+00"
"N224504","Cell Mode","4G","2024-05-31 00:08:24.474749+00"
"N224504","RSRP","-82","2024-05-31 00:08:24.474749+00"
"N224504","RSSI","-53","2024-05-31 00:08:24.474749+00"
"N224504","RSRQ","-11","2024-05-31 00:08:24.474749+00"
"N224504","Cellular Signal Bars","3","2024-05-31 00:08:24.474749+00"
"N224504","Altitude","2989.5","2024-05-31 00:08:20.346794+00"
"N224504","Longitude","-102.3158818","2024-05-31 00:08:20.346794+00"
"N224504","GPS Status","Reported Position is Current","2024-05-31 00:08:20.346794+00"
"N224504","Connected Satellites","11","2024-05-31 00:08:20.346794+00"
"N224504","Latitude","31.9313026","2024-05-31 00:08:20.346794+00"
"N224504","Last System Reboot","1716536732.0","2024-05-31 00:07:20.633065+00"
"N224504","Active Carrier","ATT","2024-05-31 00:07:20.633065+00"
"N224504","Version Minor","1","2024-05-31 00:07:20.633065+00"
"N224504","Version Build","10","2024-05-31 00:07:20.633065+00"
"N224504","Version Revision","8","2024-05-31 00:07:20.633065+00"
"N224504","Modem Temp Warning Level","Normal Temperature","2024-05-31 00:07:20.633065+00"
"N224504","Carrier Options","ATT, Verizon, and Iridium","2024-05-31 00:07:20.633065+00"
"N224504","Version Major","5","2024-05-31 00:07:20.633065+00"
"N224504","Run Count","0","2024-05-31 00:07:20.633065+00"
"N224504","Modem Temperature","82","2024-05-31 00:07:20.633065+00"
"N224504","Skid - Status","Running (latched)","2024-05-25 22:20:27.179898+00"
"N224504","Skid - Timestamp","1716675358.0","2024-05-25 22:20:24.693533+00"
"N224504","Skid - Current Operating State Code","Normal Operation","2024-05-25 22:20:24.693533+00"
"N224504","Skid - Last Stop Code","High Suction Pressure","2024-05-25 22:20:24.693533+00"
"N224504","Skid - Shutdown","Reserved Fault 253","2024-05-25 22:14:52.863879+00"
"N224504","Fault Status Low, High","0","2024-05-24 07:50:24.74992+00"
"N224504","Status Fault","Normal Operation","2024-05-24 07:50:24.74992+00"
"N224504","Derived Stop Status","Stopped","2024-01-31 23:43:27.578+00"
"N224504","Derived Run Status","Not Running (Stopped, Warmup, or Cooldown)","2024-01-31 23:43:27.578+00"
"N224504","Fault code","Manual Stop","2024-01-30 20:45:47.736+00"
"N224504","Mtr Bearing Drive End Vibration","0","2024-01-30 20:45:40.23+00"
"N224504","3rd Stg Disc Pres","50","2024-01-30 20:45:40.23+00"
"N224504","Driver RPM","0","2024-01-30 20:45:40.23+00"
"N224504","Comp Oil Pres","0","2024-01-30 20:45:40.23+00"
"N224504","Mtr Bearing Non-Drive End Vibration","0","2024-01-30 20:45:40.23+00"
"N224504","MTR Brng DE Temp","149","2024-01-30 20:45:40.23+00"
"N224504","Disc Temp Cyl 3","89","2024-01-30 20:45:40.23+00"
"N224504","1st Stg Disc Pres","47","2024-01-30 20:45:40.23+00"
"N224504","Disc Temp Cyl 1","96","2024-01-30 20:45:40.23+00"
"N224504","MTR Brng NDE Temp","143","2024-01-30 20:45:40.23+00"
"N224504","2nd Stg Disc Pres","46","2024-01-30 20:45:40.23+00"
"N224504","Disc Temp Cyl 2","83","2024-01-30 20:45:40.23+00"
"N224505","Shutdown Code","High Phase 1 Temp","2024-04-15 12:03:50.564842+00"
"N224505","Comp Oil Temp","88","2024-04-15 12:03:16.194904+00"
"N224505","Phase 2 Temp","84","2024-04-15 12:03:16.194904+00"
"N224505","MTR Bearing Non-Drive End Vibration","0","2024-04-15 12:03:16.194904+00"
"N224505","Disc Temp #4","77","2024-04-15 12:03:16.194904+00"
"N224505","Disc Temp #2","68","2024-04-15 12:03:16.194904+00"
"N224505","Disc Temp #1","69","2024-04-15 12:03:16.194904+00"
"N224505","Driver Speed","0","2024-04-15 12:03:16.194904+00"
"N224505","MTR Bearing Drive End Vibration","0","2024-04-15 12:03:16.194904+00"
"N224505","MTR Bearing Drive End Temp","120","2024-04-15 12:03:16.194904+00"
"N224505","Discharge Pressure Stg 1","51","2024-04-15 12:03:16.194904+00"
"N224505","Suction Pressure","51","2024-04-15 12:03:16.194904+00"
"N224505","MTR Bearing Non-Drive End Temp","115","2024-04-15 12:03:16.194904+00"
"N224505","Phase 1 Temp","81","2024-04-15 12:03:16.194904+00"
"N224505","Disc Temp #3","65","2024-04-15 12:03:16.194904+00"
"N224505","Hour Meter","6929","2024-04-15 12:03:16.194904+00"
"N224505","Disc Aftercooler Temp","63","2024-04-15 12:03:16.194904+00"
"N224505","Discharge Pressure Stg 2","49","2024-04-15 12:03:16.194904+00"
"N224505","Discharge Pressure Stg 3","1132","2024-04-15 12:03:16.194904+00"
"N224505","Comp Oil Pressure","45","2024-04-15 12:03:16.194904+00"
"N224505","RSSI","-73","2024-04-15 00:09:06.935445+00"
"N224505","RSRQ","-8","2024-04-15 00:09:06.935445+00"
"N224505","Cell Modem Status","Modem Ready","2024-04-15 00:09:06.935445+00"
"N224505","Cellular Signal Bars","2","2024-04-15 00:09:06.935445+00"
"N224505","Cell Mode","4G","2024-04-15 00:09:06.935445+00"
"N224505","RSRP","-107","2024-04-15 00:09:06.935445+00"
"N224505","Cell Modem Restarts","6","2024-04-15 00:09:06.935445+00"
"N224505","Latitude","31.6023055","2024-04-15 00:09:04.45393+00"
"N224505","GPS Status","Reported Position is Current","2024-04-15 00:09:04.45393+00"
"N224505","Altitude","2853.3","2024-04-15 00:09:04.45393+00"
"N224505","Connected Satellites","14","2024-04-15 00:09:04.45393+00"
"N224505","Longitude","-102.1025785","2024-04-15 00:09:04.45393+00"
"N224505","Active Carrier","ATT","2024-04-15 00:08:00.943964+00"
"N224505","Run Count","0","2024-04-15 00:08:00.943964+00"
"N224505","Last System Reboot","1712942923.0","2024-04-15 00:08:00.943964+00"
"N224505","Carrier Options","ATT, Verizon, and Iridium","2024-04-15 00:08:00.943964+00"
"N224505","Modem Temperature","104","2024-04-15 00:08:00.943964+00"
"N224505","Version Minor","1","2024-04-15 00:08:00.943964+00"
"N224505","Version Build","10","2024-04-15 00:08:00.943964+00"
"N224505","Version Revision","8","2024-04-15 00:08:00.943964+00"
"N224505","Modem Temp Warning Level","Normal Temperature","2024-04-15 00:08:00.943964+00"
"N224505","Version Major","5","2024-04-15 00:08:00.943964+00"
"N224505","Skid - Current Operating State Code","High Phase 1 Temp","2024-04-14 20:34:19.278995+00"
"N224505","Skid - Timestamp","1713126671.0","2024-04-14 20:34:19.278995+00"
"N224505","Skid - Status","Stopped","2024-04-14 20:34:19.278995+00"
"N224505","Skid - Last Stop Code","High Phase 1 Temp","2024-04-14 20:34:19.278995+00"
"N224505","Skid - Shutdown","High Phase 1 Temp","2024-04-14 20:33:17.598484+00"
"N224505","Fault Status Low, High","0","2024-04-12 17:33:00.761255+00"
"N224505","Status Fault","Normal Operation","2024-04-12 17:33:00.761255+00"
"N224505","Derived Run Status","Running","2024-01-30 21:25:51.655+00"
"N224505","Derived Stop Status","Not Stopped (Running, Warmup, or Cooldown)","2024-01-30 21:25:51.655+00"
"N224505","Fault code","Manual Stop","2024-01-30 19:59:05.04+00"
"N224505","Disc Temp Cyl 2","101","2024-01-30 19:59:00.511+00"
"N224505","Disc Temp Cyl 3","100","2024-01-30 19:59:00.511+00"
"N224505","Driver RPM","0","2024-01-30 19:59:00.511+00"
"N224505","1st Stg Disc Pres","55","2024-01-30 19:59:00.511+00"
"N224505","3rd Stg Disc Pres","735","2024-01-30 19:59:00.511+00"
"N224505","MTR Brng NDE Temp","138","2024-01-30 19:59:00.511+00"
"N224505","2nd Stg Disc Pres","53","2024-01-30 19:59:00.511+00"
"N224505","MTR Brng DE Temp","142","2024-01-30 19:59:00.511+00"
"N224505","Mtr Bearing Non-Drive End Vibration","0","2024-01-30 19:59:00.511+00"
"N224505","Comp Oil Pres","0","2024-01-30 19:59:00.511+00"
"N224505","Mtr Bearing Drive End Vibration","0","2024-01-30 19:59:00.511+00"
"N224505","Disc Temp Cyl 1","106","2024-01-30 19:59:00.511+00"
"N22501","Shutdown Code","Normal Operation","2024-05-31 16:33:47.220243+00"
"N22501","Disc Temp #1","295","2024-05-31 16:33:43.334823+00"
"N22501","Suction Pressure","532","2024-05-31 16:33:43.334823+00"
"N22501","Discharge Pressure Stg 1","293","2024-05-31 16:33:43.334823+00"
"N22501","Discharge Pressure Stg 2","406","2024-05-31 16:33:43.334823+00"
"N22501","Discharge Pressure Stg 3","1172","2024-05-31 16:33:43.334823+00"
"N22501","Pre Cat Temp","720","2024-05-31 16:33:43.334823+00"
"N22501","Comp Oil Pressure","54.7","2024-05-31 16:33:43.334823+00"
"N22501","Hour Meter","41","2024-05-31 16:33:43.334823+00"
"N22501","Comp Oil Temp","174","2024-05-31 16:33:43.334823+00"
"N22501","Post Cat Temp","665","2024-05-31 16:33:43.334823+00"
"N22501","Disc Temp #2","240","2024-05-31 16:33:43.334823+00"
"N22501","Engine Speed","1380","2024-05-31 16:33:43.334823+00"
"N22501","Disc Temp #3","299","2024-05-31 16:33:43.334823+00"
"N22501","Disc Temp #4","243","2024-05-31 16:33:43.334823+00"
"N22501","Cell Modem Status","Modem Ready","2024-05-31 00:10:54.233664+00"
"N22501","Cell Modem Restarts","0","2024-05-31 00:10:54.233664+00"
"N22501","RSRQ","-18","2024-05-31 00:10:54.233664+00"
"N22501","RSSI","-67","2024-05-31 00:10:54.233664+00"
"N22501","Cellular Signal Bars","1","2024-05-31 00:10:54.233664+00"
