"unit_number","name","value","timestamp"
"HC10149","Hour Meter","26563","2024-05-31 16:01:06.602698+00"
"HC10149","Engine Speed","0","2024-05-31 16:01:06.602698+00"
"HC10149","Ignition Voltage","0.0","2024-05-31 16:01:06.602698+00"
"HC10149","Run Status","HIGH COOLER VIBRATION","2024-05-31 16:01:06.602698+00"
"HC10149","Internal Battery Voltage","6.3","2024-05-31 16:01:06.602698+00"
"HC10149","External DC Voltage","24.9","2024-05-31 16:01:06.602698+00"
"HC10149","Skid - Current Operating State Code","HIGH COOLER VIBRATION","2024-05-31 13:41:41.403724+00"
"HC10149","Skid - Status","Stopped","2024-05-31 13:41:41.403724+00"
"HC10149","Skid - Timestamp","1717162877.0","2024-05-31 13:41:41.403724+00"
"HC10149","Skid - Last Stop Code","HIGH COOLER VIBRATION","2024-05-31 13:41:41.403724+00"
"HC10149","Skid - Shutdown","HIGH COOLER VIBRATION","2024-05-31 13:41:38.008353+00"
"HC10149","Cellular Signal Bars","3","2024-05-31 00:07:58.98264+00"
"HC10149","RSRQ","-7","2024-05-31 00:07:58.98264+00"
"HC10149","Cell Mode","4G","2024-05-31 00:07:58.98264+00"
"HC10149","Cell Modem Restarts","18","2024-05-31 00:07:58.98264+00"
"HC10149","RSRP","-92","2024-05-31 00:07:58.98264+00"
"HC10149","Cell Modem Status","Modem Ready","2024-05-31 00:07:58.98264+00"
"HC10149","RSSI","-63","2024-05-31 00:07:58.98264+00"
"HC10149","Connected Satellites","12","2024-05-31 00:06:47.991964+00"
"HC10149","GPS Status","Reported Position is Current","2024-05-31 00:06:47.991964+00"
"HC10149","Altitude","2868.4","2024-05-31 00:06:47.991964+00"
"HC10149","Latitude","31.0520905","2024-05-31 00:06:47.991964+00"
"HC10149","Longitude","-103.2526890","2024-05-31 00:06:47.991964+00"
"HC10149","Run Count","0","2024-05-31 00:06:46.620209+00"
"HC10149","Version Major","5","2024-05-31 00:06:46.620209+00"
"HC10149","Version Minor","1","2024-05-31 00:06:46.620209+00"
"HC10149","Active Carrier","Verizon","2024-05-31 00:06:46.620209+00"
"HC10149","Version Revision","8","2024-05-31 00:06:46.620209+00"
"HC10149","Last System Reboot","1716559587.0","2024-05-31 00:06:46.620209+00"
"HC10149","Modem Temp Warning Level","Normal Temperature","2024-05-31 00:06:46.620209+00"
"HC10149","Modem Temperature","122","2024-05-31 00:06:46.620209+00"
"HC10149","Version Build","10","2024-05-31 00:06:46.620209+00"
"HC10149","Carrier Options","ATT, Verizon, and Iridium","2024-05-31 00:06:46.620209+00"
"HC10149","ETM @ SD1","26563","2024-05-30 01:12:26.700297+00"
"HC10149","Comp SD Hist 5","MANUAL STOP","2024-05-30 01:12:26.700297+00"
"HC10149","Underspeed Setting","650","2024-05-30 01:12:26.700297+00"
"HC10149","Comp SD Hist 3","MANUAL STOP","2024-05-30 01:12:26.700297+00"
"HC10149","Overspeed Setting","1850","2024-05-30 01:12:26.700297+00"
"HC10149","Comp SD Hist 2","MANUAL STOP","2024-05-30 01:12:26.700297+00"
"HC10149","PSU-X Firmware","9.6","2024-05-30 01:12:26.700297+00"
"HC10149","Comp SD Hist 1","HIGH COOLER VIBRATION","2024-05-30 01:12:26.700297+00"
"HC10149","Comp SD Hist 4","HIGH SUCTION PRESSURE","2024-05-30 01:12:26.700297+00"
"HC10149","Derived Run Status","Running","2024-03-06 17:33:45.522+00"
"HC10149","Derived Stop Status","Not Stopped (Running, Warmup, or Cooldown)","2024-03-06 17:33:45.522+00"
"HC11031","Engine Speed","1723","2024-05-31 16:31:57.667841+00"
"HC11031","Ignition Voltage","100.7","2024-05-31 16:01:13.747281+00"
"HC11031","Hour Meter","15883","2024-05-31 16:01:13.747281+00"
"HC11031","Internal Battery Voltage","6.2","2024-05-31 16:01:13.747281+00"
"HC11031","External DC Voltage","27.4","2024-05-31 16:01:13.747281+00"
"HC11031","Cell Mode","4G","2024-05-31 00:07:17.716104+00"
"HC11031","Cell Modem Status","Modem Ready","2024-05-31 00:07:17.716104+00"
"HC11031","RSSI","-73","2024-05-31 00:07:17.716104+00"
"HC11031","Cell Modem Restarts","0","2024-05-31 00:07:17.716104+00"
"HC11031","RSRQ","-6","2024-05-31 00:07:17.716104+00"
"HC11031","RSRP","-99","2024-05-31 00:07:17.716104+00"
"HC11031","Cellular Signal Bars","3","2024-05-31 00:07:17.716104+00"
"HC11031","Connected Satellites","10","2024-05-31 00:06:34.379975+00"
"HC11031","Longitude","-97.5752215","2024-05-31 00:06:34.379975+00"
"HC11031","GPS Status","Reported Position is Current","2024-05-31 00:06:34.379975+00"
"HC11031","Altitude","1231.6","2024-05-31 00:06:34.379975+00"
"HC11031","Latitude","35.0869275","2024-05-31 00:06:34.379975+00"
"HC11031","Run Count","0","2024-05-31 00:06:32.884925+00"
"HC11031","Version Revision","13","2024-05-31 00:06:32.884925+00"
"HC11031","Active Carrier","Verizon","2024-05-31 00:06:32.884925+00"
"HC11031","Version Build","10","2024-05-31 00:06:32.884925+00"
"HC11031","Modem Temp Warning Level","Normal Temperature","2024-05-31 00:06:32.884925+00"
"HC11031","Modem Temperature","100","2024-05-31 00:06:32.884925+00"
"HC11031","Carrier Options","ATT, Verizon, and Iridium","2024-05-31 00:06:32.884925+00"
"HC11031","Last System Reboot","1716929709.0","2024-05-31 00:06:32.884925+00"
"HC11031","Version Major","5","2024-05-31 00:06:32.884925+00"
"HC11031","Version Minor","1","2024-05-31 00:06:32.884925+00"
"HC11031","Skid - Status","Running (latched)","2024-05-28 20:55:51.248402+00"
"HC11031","Skid - Last Stop Code","Normal Operation","2024-05-28 20:55:49.862766+00"
"HC11031","Skid - Timestamp","1716929742.0","2024-05-28 20:55:49.862766+00"
"HC11031","Skid - Current Operating State Code","Normal Operation","2024-05-28 20:55:49.862766+00"
"HC11031","Comp SD Hist 1","Overspeed","2024-05-28 20:55:32.352577+00"
"HC11031","ETM @ SD1","15694","2024-05-28 20:55:32.352577+00"
"HC11031","Comp SD Hist 2","Underspeed","2024-05-28 20:55:32.352577+00"
"HC11031","Comp SD Hist 5","Overspeed","2024-05-28 20:55:32.352577+00"
"HC11031","Comp SD Hist 3","TDXM Shutdown SP3","2024-05-28 20:55:32.352577+00"
"HC11031","Comp SD Hist 4","Manual Stop","2024-05-28 20:55:32.352577+00"
"HC11031","Overspeed Setting","1850","2024-05-28 20:55:32.352577+00"
"HC11031","Underspeed Setting","400","2024-05-28 20:55:32.352577+00"
"HC11031","PSU-X Firmware","9.6","2024-05-28 20:55:32.352577+00"
"HC11031","Run Status","Normal Operation","2024-05-28 20:55:32.352577+00"
"HC11031","Skid - Shutdown","Normal Operation","2024-05-23 17:08:11.856507+00"
"HC11031","Class B1 Timer","0","2024-01-28 21:18:18.679+00"
"HC11077","Engine Speed","0","2024-05-31 16:31:56.304045+00"
"HC11077","External DC Voltage","26.7","2024-05-31 16:01:10.669642+00"
"HC11077","Ignition Voltage","0.0","2024-05-31 16:01:10.669642+00"
"HC11077","Internal Battery Voltage","2.1","2024-05-31 16:01:10.669642+00"
"HC11077","RSRQ","-10","2024-05-31 00:08:03.358896+00"
"HC11077","Cell Mode","4G","2024-05-31 00:08:03.358896+00"
"HC11077","RSRP","-90","2024-05-31 00:08:03.358896+00"
"HC11077","Cell Modem Restarts","36","2024-05-31 00:08:03.358896+00"
"HC11077","Cellular Signal Bars","3","2024-05-31 00:08:03.358896+00"
"HC11077","Cell Modem Status","Modem Ready","2024-05-31 00:08:03.358896+00"
"HC11077","RSSI","-65","2024-05-31 00:08:03.358896+00"
"HC11077","Longitude","-103.2123930","2024-05-31 00:08:01.870472+00"
"HC11077","Connected Satellites","12","2024-05-31 00:08:01.870472+00"
"HC11077","Altitude","2709.0","2024-05-31 00:08:01.870472+00"
"HC11077","GPS Status","Reported Position is Current","2024-05-31 00:08:01.870472+00"
"HC11077","Latitude","31.2023673","2024-05-31 00:08:01.870472+00"
"HC11077","Version Major","5","2024-05-31 00:08:00.470016+00"
"HC11077","Run Count","0","2024-05-31 00:08:00.470016+00"
"HC11077","Version Revision","8","2024-05-31 00:08:00.470016+00"
"HC11077","Last System Reboot","1716200932.0","2024-05-31 00:08:00.470016+00"
"HC11077","Version Build","10","2024-05-31 00:08:00.470016+00"
"HC11077","Modem Temp Warning Level","Normal Temperature","2024-05-31 00:08:00.470016+00"
"HC11077","Active Carrier","Verizon","2024-05-31 00:08:00.470016+00"
"HC11077","Modem Temperature","122","2024-05-31 00:08:00.470016+00"
"HC11077","Carrier Options","ATT, Verizon, and Iridium","2024-05-31 00:08:00.470016+00"
"HC11077","Version Minor","1","2024-05-31 00:08:00.470016+00"
"HC11077","Skid - Last Stop Code","Normal Operation","2024-05-20 10:29:36.745854+00"
"HC11077","Skid - Current Operating State Code","Normal Operation","2024-05-20 10:29:36.745854+00"
"HC11077","Skid - Timestamp","1716200964.0","2024-05-20 10:29:36.745854+00"
"HC11077","Skid - Status","Running (latched)","2024-05-20 10:29:36.745854+00"
"HC11077","Comp SD Hist 1","SD/Event Number 261","2024-05-20 10:29:14.826652+00"
"HC11077","PSU-X Firmware","9.1","2024-05-20 10:29:14.826652+00"
"HC11077","Comp SD Hist 3","SD/Event Number 296","2024-05-20 10:29:14.826652+00"
"HC11077","Comp SD Hist 4","SD/Event Number 257","2024-05-20 10:29:14.826652+00"
"HC11077","Overspeed Setting","1795","2024-05-20 10:29:14.826652+00"
"HC11077","Comp SD Hist 2","SD/Event Number 257","2024-05-20 10:29:14.826652+00"
"HC11077","Comp SD Hist 5","SD/Event Number 275","2024-05-20 10:29:14.826652+00"
"HC11077","Run Status","Normal Operation","2024-05-20 10:29:14.826652+00"
"HC11077","Underspeed Setting","0","2024-05-20 10:29:14.826652+00"
"HC11077","Skid - Shutdown","Normal Operation","2024-04-10 20:35:23.603993+00"
"HC11077","Derived Stop Status","Not Stopped (Running, Warmup, or Cooldown)","2024-01-31 17:00:17.918+00"
"HC11077","Derived Run Status","Running","2024-01-31 17:00:17.918+00"
"HC11077","Hour Meter","4218","2024-01-31 15:58:08.654+00"
"HC11100","Engine Speed","1495","2024-05-31 16:31:51.012005+00"
"HC11100","Hour Meter","59835","2024-05-31 15:59:59.43786+00"
"HC11100","Ignition Voltage","0.0","2024-05-31 15:59:59.43786+00"
"HC11100","Internal Battery Voltage","6.2","2024-05-31 15:59:59.43786+00"
"HC11100","External DC Voltage","27.0","2024-05-31 15:59:59.43786+00"
"HC11100","Cell Modem Status","Modem Ready","2024-05-31 00:01:31.136429+00"
"HC11100","RSRQ","-7","2024-05-31 00:01:31.136429+00"
"HC11100","RSRP","-87","2024-05-31 00:01:31.136429+00"
"HC11100","Cell Modem Restarts","18","2024-05-31 00:01:31.136429+00"
"HC11100","Cellular Signal Bars","3","2024-05-31 00:01:31.136429+00"
"HC11100","Cell Mode","4G","2024-05-31 00:01:31.136429+00"
"HC11100","RSSI","-55","2024-05-31 00:01:31.136429+00"
"HC11100","GPS Status","Reported Position is Current","2024-05-31 00:01:27.124641+00"
"HC11100","Latitude","31.2656738","2024-05-31 00:01:27.124641+00"
"HC11100","Longitude","-103.6850374","2024-05-31 00:01:27.124641+00"
"HC11100","Connected Satellites","12","2024-05-31 00:01:27.124641+00"
"HC11100","Altitude","2843.5","2024-05-31 00:01:27.124641+00"
"HC11100","Version Minor","1","2024-05-31 00:01:25.539897+00"
"HC11100","Carrier Options","ATT, Verizon, and Iridium","2024-05-31 00:01:25.539897+00"
"HC11100","Version Major","5","2024-05-31 00:01:25.539897+00"
"HC11100","Active Carrier","Verizon","2024-05-31 00:01:25.539897+00"
"HC11100","Last System Reboot","1715757341.0","2024-05-31 00:01:25.539897+00"
"HC11100","Run Count","0","2024-05-31 00:01:25.539897+00"
"HC11100","Modem Temperature","124","2024-05-31 00:01:25.539897+00"
"HC11100","Version Revision","13","2024-05-31 00:01:25.539897+00"
"HC11100","Modem Temp Warning Level","Normal Temperature","2024-05-31 00:01:25.539897+00"
"HC11100","Version Build","10","2024-05-31 00:01:25.539897+00"
"HC11100","Skid - Status","Running (latched)","2024-05-15 07:19:36.349195+00"
"HC11100","Skid - Last Stop Code","Normal Operation","2024-05-15 07:19:36.349195+00"
"HC11100","Skid - Timestamp","1715757371.0","2024-05-15 07:19:36.349195+00"
"HC11100","Skid - Current Operating State Code","Normal Operation","2024-05-15 07:19:36.349195+00"
"HC11100","Run Status","Normal Operation","2024-05-15 07:19:23.645878+00"
"HC11100","Comp SD Hist 5","Local Emergency Stop","2024-05-15 07:19:23.645878+00"
"HC11100","Comp SD Hist 4","Underspeed","2024-05-15 07:19:23.645878+00"
"HC11100","Underspeed Setting","400","2024-05-15 07:19:23.645878+00"
"HC11100","ETM @ SD1","58805","2024-05-15 07:19:23.645878+00"
"HC11100","Comp SD Hist 1","Maintenance Switch","2024-05-15 07:19:23.645878+00"
"HC11100","Comp SD Hist 3","Maintenance Switch","2024-05-15 07:19:23.645878+00"
"HC11100","PSU-X Firmware","9.6","2024-05-15 07:19:23.645878+00"
"HC11100","Comp SD Hist 2","Maintenance Switch","2024-05-15 07:19:23.645878+00"
"HC11100","Overspeed Setting","1850","2024-05-15 07:19:23.645878+00"
"HC11100","Skid - Shutdown","Normal Operation","2024-04-18 17:27:03.570953+00"
"HC11100","Class B1 Timer","0","2024-01-25 12:44:29.572+00"
"HC11101","Engine Speed","1479","2024-05-31 16:31:46.573564+00"
"HC11101","Ignition Voltage","0.0","2024-05-31 15:59:49.833403+00"
"HC11101","Internal Battery Voltage","6.2","2024-05-31 15:59:49.833403+00"
"HC11101","External DC Voltage","27.2","2024-05-31 15:59:49.833403+00"
"HC11101","Hour Meter","58338","2024-05-31 15:59:49.833403+00"
"HC11101","RSSI","-61","2024-05-31 00:00:21.921077+00"
"HC11101","RSRQ","-11","2024-05-31 00:00:21.921077+00"
"HC11101","RSRP","-89","2024-05-31 00:00:21.921077+00"
"HC11101","Cellular Signal Bars","3","2024-05-31 00:00:21.921077+00"
"HC11101","Cell Mode","4G","2024-05-31 00:00:21.921077+00"
"HC11101","Cell Modem Status","Modem Ready","2024-05-31 00:00:21.921077+00"
"HC11101","Cell Modem Restarts","0","2024-05-31 00:00:21.921077+00"
"HC11101","Connected Satellites","12","2024-05-31 00:00:20.446593+00"
"HC11101","GPS Status","Reported Position is Current","2024-05-31 00:00:20.446593+00"
"HC11101","Altitude","2927.8","2024-05-31 00:00:20.446593+00"
"HC11101","Longitude","-103.7042038","2024-05-31 00:00:20.446593+00"
"HC11101","Latitude","31.3116946","2024-05-31 00:00:20.446593+00"
"HC11101","Last System Reboot","1716222314.0","2024-05-31 00:00:12.93869+00"
"HC11101","Active Carrier","Verizon","2024-05-31 00:00:12.93869+00"
"HC11101","Version Major","5","2024-05-31 00:00:12.93869+00"
"HC11101","Version Build","10","2024-05-31 00:00:12.93869+00"
"HC11101","Carrier Options","ATT, Verizon, and Iridium","2024-05-31 00:00:12.93869+00"
"HC11101","Version Minor","1","2024-05-31 00:00:12.93869+00"
"HC11101","Modem Temperature","118","2024-05-31 00:00:12.93869+00"
"HC11101","Modem Temp Warning Level","Normal Temperature","2024-05-31 00:00:12.93869+00"
"HC11101","Version Revision","13","2024-05-31 00:00:12.93869+00"
"HC11101","Run Count","0","2024-05-31 00:00:12.93869+00"
"HC11101","Skid - Status","Running (latched)","2024-05-25 03:30:36.281123+00"
"HC11101","Skid - Current Operating State Code","Normal Operation","2024-05-25 03:30:36.281123+00"
"HC11101","Skid - Last Stop Code","Normal Operation","2024-05-25 03:30:36.281123+00"
"HC11101","Skid - Timestamp","1716222479.0","2024-05-25 03:30:36.281123+00"
"HC11101","Skid - Shutdown","Normal Operation","2024-05-20 16:26:36.449004+00"
"HC11101","Run Status","Normal Operation","2024-05-20 16:26:30.280083+00"
"HC11101","Underspeed Setting","450","2024-05-20 16:26:28.477739+00"
"HC11101","PSU-X Firmware","9.1","2024-05-20 16:26:28.477739+00"
"HC11101","Comp SD Hist 1","Underspeed","2024-05-20 16:26:28.477739+00"
"HC11101","ETM @ SD1","57998","2024-05-20 16:26:28.477739+00"
"HC11101","Comp SD Hist 2","TDXM Shutdown SP3","2024-05-20 16:26:28.477739+00"
"HC11101","Comp SD Hist 3","TDXM Shutdown SP3","2024-05-20 16:26:28.477739+00"
"HC11101","Comp SD Hist 4","TDXM Shutdown SP3","2024-05-20 16:26:28.477739+00"
"HC11101","Overspeed Setting","1850","2024-05-20 16:26:28.477739+00"
"HC11101","Comp SD Hist 5","TDXM Shutdown SP3","2024-05-20 16:26:28.477739+00"
"HC11101","Class B1 Timer","0","2024-01-24 12:43:38.105+00"
"HC11277","Skid - Last Stop Code","Normal Operation","2024-03-13 01:05:37.729+00"
"HC11277","Skid - Current Operating State Code","Normal Operation","2024-03-13 01:05:37.729+00"
"HC11277","Skid - Timestamp","1710291684.0","2024-03-13 01:05:37.729+00"
"HC11277","Skid - Status","Stopped","2024-03-13 01:05:37.729+00"
"HC11277","Skid - Shutdown","Normal Operation","2024-03-13 00:59:57.885+00"
"HC11277","Engine Speed","0","2024-03-13 00:59:55.118+00"
"HC11277","Hour Meter","15563","2024-03-13 00:59:55.118+00"
"HC11277","Internal Battery Voltage","5.9","2024-03-13 00:59:55.118+00"
"HC11277","Ignition Voltage","0.0","2024-03-13 00:59:55.118+00"
"HC11277","External DC Voltage","25.8","2024-03-13 00:59:55.118+00"
"HC11277","Run Status","Normal Operation","2024-03-13 00:59:55.118+00"
"HC11277","Comp SD Hist 1","262","2024-03-13 00:17:38.634+00"
"HC11277","Overspeed Setting","1900","2024-03-13 00:17:38.634+00"
"HC11277","Comp SD Hist 4","262","2024-03-13 00:17:38.634+00"
"HC11277","ETM @ SD1","15563","2024-03-13 00:17:38.634+00"
"HC11277","PSU-X Firmware","9.6","2024-03-13 00:17:38.634+00"
"HC11277","Underspeed Setting","700","2024-03-13 00:17:38.634+00"
"HC11277","Comp SD Hist 3","262","2024-03-13 00:17:38.634+00"
"HC11277","Comp SD Hist 5","298","2024-03-13 00:17:38.634+00"
"HC11277","Comp SD Hist 2","262","2024-03-13 00:17:38.634+00"
"HC11277","Run Count","0","2024-03-13 00:12:20.066+00"
"HC11277","Carrier Options","ATT, Verizon, and Iridium","2024-03-13 00:12:20.066+00"
"HC11277","Modem Temp Warning Level","Normal Temperature","2024-03-13 00:12:20.066+00"
"HC11277","Active Carrier","Verizon","2024-03-13 00:12:20.066+00"
"HC11277","Version Revision","8","2024-03-13 00:12:20.066+00"
"HC11277","Version Build","10","2024-03-13 00:12:20.066+00"
"HC11277","Modem Temperature","97","2024-03-13 00:12:20.066+00"
"HC11277","Version Minor","1","2024-03-13 00:12:20.066+00"
"HC11277","Version Major","5","2024-03-13 00:12:20.066+00"
"HC11277","Last System Reboot","1710279525.0","2024-03-13 00:12:20.066+00"
"HC11277","RSRP","-114","2024-03-13 00:10:37.947+00"
"HC11277","Cell Modem Restarts","0","2024-03-13 00:10:37.947+00"
"HC11277","Cell Modem Status","Modem Ready","2024-03-13 00:10:37.947+00"
"HC11277","Cell Mode","4G","2024-03-13 00:10:37.947+00"
"HC11277","RSSI","-89","2024-03-13 00:10:37.947+00"
"HC11277","RSRQ","-8","2024-03-13 00:10:37.947+00"
"HC11277","Cellular Signal Bars","2","2024-03-13 00:10:37.947+00"
"HC11277","Longitude","-101.3346365","2024-03-13 00:10:35.667+00"
"HC11277","GPS Status","Reported Position is Current","2024-03-13 00:10:35.667+00"
"HC11277","Latitude","31.6718311","2024-03-13 00:10:35.667+00"
"HC11277","Connected Satellites","14","2024-03-13 00:10:35.667+00"
"HC11277","Altitude","2699.8","2024-03-13 00:10:35.667+00"
"HC11277","Derived Run Status","Running","2024-01-31 22:22:28.282+00"
"HC11277","Derived Stop Status","Not Stopped (Running, Warmup, or Cooldown)","2024-01-31 22:22:28.282+00"
"HC11277","RSSI dBm","-85","2024-01-30 23:59:09.691+00"
"HC11277","GPS - Current or Stale","Reported Position is Current","2024-01-30 23:59:05.676+00"
"HC11277","Timer","0","2024-01-22 15:53:46.611+00"
"HC12008","Skid - Status","Stopped","2024-03-18 14:04:53.922+00"
"HC12008","Skid - Timestamp","1710770411.0","2024-03-18 14:04:53.922+00"
"HC12008","Skid - Last Stop Code","Low Comp Oil Level","2024-03-18 14:04:53.922+00"
"HC12008","Skid - Current Operating State Code","Low Comp Oil Level","2024-03-18 14:04:53.922+00"
"HC12008","Comp SD Hist 1","Low Comp Oil Level","2024-03-18 14:02:20.116+00"
"HC12008","Comp SD Hist 3","TDXM Shutdown SP3","2024-03-18 14:02:20.116+00"
"HC12008","Overspeed Setting","1540","2024-03-18 14:02:20.116+00"
"HC12008","Comp SD Hist 4","TDXM Shutdown SP3","2024-03-18 14:02:20.116+00"
"HC12008","Underspeed Setting","0","2024-03-18 14:02:20.116+00"
"HC12008","ETM @ SD1","58266","2024-03-18 14:02:20.116+00"
"HC12008","Comp SD Hist 2","TDXM Shutdown SP3","2024-03-18 14:02:20.116+00"
"HC12008","Comp SD Hist 5","TDXM Shutdown SP3","2024-03-18 14:02:20.116+00"
"HC12008","PSU-X Firmware","9.1","2024-03-18 14:02:20.116+00"
"HC12008","Skid - Shutdown","Low Comp Oil Level","2024-03-18 14:02:06.245+00"
"HC12008","Run Status","Low Comp Oil Level","2024-03-18 14:01:32.769+00"
"HC12008","Hour Meter","58266","2024-03-18 14:01:31.368+00"
"HC12008","Class B1 Timer","0","2024-03-18 14:01:31.368+00"
"HC12008","Engine Speed","1298","2024-03-18 14:01:31.368+00"
"HC12008","Ignition Voltage","0.0","2024-03-18 14:01:31.368+00"
"HC12008","External DC Voltage","27.0","2024-03-18 14:01:31.368+00"
"HC12008","Internal Battery Voltage","6.0","2024-03-18 14:01:31.368+00"
"HC12008","RSRP","-102","2024-03-18 00:05:58.474+00"
"HC12008","Cell Mode","4G","2024-03-18 00:05:58.474+00"
"HC12008","Cellular Signal Bars","2","2024-03-18 00:05:58.474+00"
"HC12008","Cell Modem Restarts","6","2024-03-18 00:05:58.474+00"
"HC12008","RSRQ","-6","2024-03-18 00:05:58.474+00"
"HC12008","RSSI","-73","2024-03-18 00:05:58.474+00"
"HC12008","Cell Modem Status","Modem Ready","2024-03-18 00:05:58.474+00"
"HC12008","Latitude","31.5838591","2024-03-18 00:05:43.483+00"
"HC12008","GPS Status","Reported Position is Current","2024-03-18 00:05:43.483+00"
"HC12008","Connected Satellites","12","2024-03-18 00:05:43.483+00"
"HC12008","Longitude","-101.3870466","2024-03-18 00:05:43.483+00"
"HC12008","Altitude","2667.3","2024-03-18 00:05:43.483+00"
"HC12008","Last System Reboot","1710492651.0","2024-03-18 00:05:28.93+00"
"HC12008","Active Carrier","Verizon","2024-03-18 00:05:28.93+00"
"HC12008","Modem Temperature","68","2024-03-18 00:05:28.93+00"
"HC12008","Carrier Options","ATT, Verizon, and Iridium","2024-03-18 00:05:28.93+00"
"HC12008","Modem Temp Warning Level","Normal Temperature","2024-03-18 00:05:28.93+00"
"HC12008","Version Major","5","2024-03-18 00:05:28.93+00"
"HC12008","Version Revision","13","2024-03-18 00:05:28.93+00"
"HC12008","Run Count","0","2024-03-18 00:05:28.93+00"
"HC12008","Version Build","10","2024-03-18 00:05:28.93+00"
"HC12008","Version Minor","1","2024-03-18 00:05:28.93+00"
"HC12023","Run Status","Normal Operation","2024-05-31 16:34:21.684342+00"
"HC12023","Internal Battery Voltage","6.2","2024-05-31 16:34:21.684342+00"
"HC12023","Engine Speed","1318","2024-05-31 16:34:21.684342+00"
"HC12023","Ignition Voltage","0.0","2024-05-31 16:34:21.684342+00"
"HC12023","Hour Meter","58135","2024-05-31 16:34:21.684342+00"
"HC12023","Class B1 Timer","0","2024-05-31 16:34:21.684342+00"
"HC12023","External DC Voltage","27.4","2024-05-31 16:34:21.684342+00"
"HC12023","RSRP","-102","2024-05-31 00:11:08.477743+00"
"HC12023","Cell Mode","4G","2024-05-31 00:11:08.477743+00"
"HC12023","Cellular Signal Bars","2","2024-05-31 00:11:08.477743+00"
"HC12023","RSSI","-77","2024-05-31 00:11:08.477743+00"
"HC12023","RSRQ","-6","2024-05-31 00:11:08.477743+00"
"HC12023","Cell Modem Restarts","13","2024-05-31 00:11:08.477743+00"
"HC12023","Cell Modem Status","Modem Ready","2024-05-31 00:11:08.477743+00"
"HC12023","Longitude","-101.3877888","2024-05-31 00:11:05.833809+00"
"HC12023","Altitude","2860.6","2024-05-31 00:11:05.833809+00"
"HC12023","GPS Status","Reported Position is Current","2024-05-31 00:11:05.833809+00"
"HC12023","Connected Satellites","11","2024-05-31 00:11:05.833809+00"
"HC12023","Latitude","31.5839116","2024-05-31 00:11:05.833809+00"
"HC12023","Version Build","10","2024-05-31 00:10:58.169542+00"
"HC12023","Run Count","0","2024-05-31 00:10:58.169542+00"
"HC12023","Version Revision","13","2024-05-31 00:10:58.169542+00"
"HC12023","Version Minor","1","2024-05-31 00:10:58.169542+00"
"HC12023","Version Major","5","2024-05-31 00:10:58.169542+00"
"HC12023","Last System Reboot","1716637821.0","2024-05-31 00:10:58.169542+00"
"HC12023","Carrier Options","ATT, Verizon, and Iridium","2024-05-31 00:10:58.169542+00"
"HC12023","Modem Temperature","99","2024-05-31 00:10:58.169542+00"
"HC12023","Modem Temp Warning Level","Normal Temperature","2024-05-31 00:10:58.169542+00"
"HC12023","Active Carrier","Verizon","2024-05-31 00:10:58.169542+00"
"HC12023","Skid - Status","Running (latched)","2024-05-28 23:44:36.146873+00"
"HC12023","Skid - Last Stop Code","Manual Stop","2024-05-28 23:44:34.727932+00"
"HC12023","Skid - Current Operating State Code","Normal Operation","2024-05-28 23:44:34.727932+00"
"HC12023","Skid - Timestamp","1716939856.0","2024-05-28 23:44:34.727932+00"
"HC12023","Skid - Shutdown","Normal Operation","2024-05-28 23:42:29.422908+00"
"HC12023","Comp SD Hist 4","TDXM Shutdown SP3","2024-05-28 23:19:17.25096+00"
"HC12023","Comp SD Hist 3","TDXM Shutdown SP3","2024-05-28 23:19:17.25096+00"
"HC12023","Overspeed Setting","1900","2024-05-28 23:19:17.25096+00"
"HC12023","Underspeed Setting","500","2024-05-28 23:19:17.25096+00"
"HC12023","Comp SD Hist 1","Manual Stop","2024-05-28 23:19:17.25096+00"
"HC12023","PSU-X Firmware","9.1","2024-05-28 23:19:17.25096+00"
"HC12023","Comp SD Hist 2","TDXM Shutdown SP3","2024-05-28 23:19:17.25096+00"
"HC12023","ETM @ SD1","58071","2024-05-28 23:19:17.25096+00"
"HC12023","Comp SD Hist 5","TDXM Shutdown SP3","2024-05-28 23:19:17.25096+00"
"HC12023","Derived Run Status","Not Running (Stopped, Warmup, or Cooldown)","2024-02-23 17:12:47.114+00"
"HC12023","Derived Stop Status","Stopped","2024-02-23 17:12:47.114+00"
"HC12024","External DC Voltage","17.2","2024-03-22 19:59:49.638998+00"
"HC12024","Ignition Voltage","0.0","2024-03-22 19:59:49.638998+00"
"HC12024","Internal Battery Voltage","6.0","2024-03-22 19:59:49.638998+00"
"HC12024","Run Status","Lubricator No-Flow Left Bank","2024-03-22 19:59:49.638998+00"
"HC12024","Engine Speed","0","2024-03-22 19:59:49.638998+00"
"HC12024","Hour Meter","58025","2024-03-22 19:59:49.638998+00"
"HC12024","Class B1 Timer","0","2024-03-22 19:59:49.638998+00"
"HC12024","Skid - Last Stop Code","Normal Operation","2024-03-22 14:57:10.369876+00"
"HC12024","Skid - Timestamp","1711118802.0","2024-03-22 14:57:10.369876+00"
"HC12024","Skid - Status","Stopped","2024-03-22 14:57:10.369876+00"
"HC12024","Skid - Current Operating State Code","Lubricator No-Flow Left Bank","2024-03-22 14:57:10.369876+00"
"HC12024","Skid - Shutdown","Lubricator No-Flow Left Bank","2024-03-22 14:57:07.618328+00"
